pit_policy,candidate,component,is_candidate,window,executable,n_obs,ann_return,sharpe,maxdd,turnover,baseline_sharpe,sharpe_difference,baseline_maxdd,maxdd_difference,baseline_turnover,turnover_ratio,partial_ic,gate_name,gate_pass,affects_verdict
legal_deadline_plus_one_month_end,B3_unified,aggregate,True,2021-2023,False,727,0.10669567131507358,0.8427840276530101,-0.13487879755192134,9.099037138927098,1.000930606530241,-0.15814657887723094,-0.1312448943202561,-0.0036339032316652364,8.42503438789546,1.0800000000000003,,partial_ic,False,True
legal_deadline_plus_one_month_end,B3_unified,aggregate,True,2021-2023,False,727,0.10669567131507358,0.8427840276530101,-0.13487879755192134,9.099037138927098,1.000930606530241,-0.15814657887723094,-0.1312448943202561,-0.0036339032316652364,8.42503438789546,1.0800000000000003,,sharpe_improvement,False,True
legal_deadline_plus_one_month_end,B3_unified,aggregate,True,2021-2023,False,727,0.10669567131507358,0.8427840276530101,-0.13487879755192134,9.099037138927098,1.000930606530241,-0.15814657887723094,-0.1312448943202561,-0.0036339032316652364,8.42503438789546,1.0800000000000003,,turnover_multiple,True,True
legal_deadline_plus_one_month_end,B3_unified,blend,True,2021-2023,False,727,0.10669567131507358,0.8427840276530101,-0.13487879755192134,9.099037138927098,1.000930606530241,-0.15814657887723094,-0.1312448943202561,-0.0036339032316652364,8.42503438789546,1.0800000000000003,,,,False
legal_deadline_plus_one_month_end,B3_unified,blend,True,post-IM,True,352,0.09425336123521996,0.9186421655196301,-0.11403699087823183,6.9602272727272725,0.8446896774523189,0.07395248806731114,-0.12103448714531062,0.0069974962670787955,8.352272727272727,0.8333333333333334,,,,False
legal_deadline_plus_one_month_end,B3_unified,blend,True,pre-IM,False,375,0.11837485304336283,0.812404686258867,-0.13487879755192134,11.106666666666667,1.127664287358439,-0.3152596010995721,-0.1312448943202561,-0.0036339032316652364,8.493333333333332,1.307692307692308,,,,False
legal_deadline_plus_one_month_end,B3_unified,qblend,False,2021-2023,False,35,,,,,,,,,,,0.1328044377614438,partial_ic_leg,False,False
legal_deadline_plus_one_month_end,equal_weight,blend,False,2021-2023,False,727,0.11722551300644438,1.000930606530241,-0.1312448943202561,8.42503438789546,1.000930606530241,0.0,-0.1312448943202561,0.0,8.42503438789546,1.0,,,,False
legal_deadline_plus_one_month_end,equal_weight,blend,False,post-IM,True,352,0.08639827977690641,0.8446896774523189,-0.12103448714531062,8.352272727272727,0.8446896774523189,0.0,-0.12103448714531062,0.0,8.352272727272727,1.0,,,,False
legal_deadline_plus_one_month_end,equal_weight,blend,False,pre-IM,False,375,0.14616200926457068,1.127664287358439,-0.1312448943202561,8.493333333333332,1.127664287358439,0.0,-0.1312448943202561,0.0,8.493333333333332,1.0,,,,False
