family,form,k,kou_jing,ic,n_windows,ic_2020-2022,ic_2023-2026
R2,R2_lb5zw60,10,500,0.08628471464997627,140,0.1798792756539235,0.029135504016519348
R2,R2_lb5zw60,10,1000,0.01596763612889976,140,0.07166331321260898,-0.02289038301729999
R2,R2_lb5zw60,10,blend,0.04403673738205743,140,0.1295103957075788,0.004860114326005389
R2,R2_lb5zw60,20,500,0.03134847779156889,69,0.36526610644257707,0.012235817575083427
R2,R2_lb5zw60,20,1000,-0.046602544782221596,69,0.2736694677871148,-0.04293659621802002
R2,R2_lb5zw60,20,blend,0.001881639401242189,69,0.33193277310924374,-0.01935483870967742
R2,R2_lb5zw60,40,500,0.093353705118411,34,0.2524509803921569,-0.015384615384615385
R2,R2_lb5zw60,40,1000,-0.0802139037433155,34,0.18382352941176472,-0.0945054945054945
R2,R2_lb5zw60,40,blend,-0.020015278838808246,34,0.22303921568627455,-0.06813186813186813
R2,R2_lb5zw250,5,500,0.04333829450659217,281,0.11536605872140755,0.06874347158218125
R2,R2_lb5zw250,5,1000,0.013319968067235868,281,0.11007657019211399,0.027569892473118276
R2,R2_lb5zw250,5,blend,0.029577996916472466,281,0.10539194259211032,0.05158832565284177
R2,R2_lb5zw250,10,500,0.06540489041377219,140,0.16367784231127772,-0.054569262924630456
R2,R2_lb5zw250,10,1000,0.014615532240275488,140,0.1473913213862209,-0.06987988214852307
R2,R2_lb5zw250,10,blend,0.03883737350663275,140,0.14982922056835,-0.04988542217521593
R2,R2_lb5zw250,20,500,0.0902250471027995,69,0.26780622705528534,0.0046718576195773085
R2,R2_lb5zw250,20,1000,0.04106466821040935,69,0.2717611713366925,0.011790878754171301
R2,R2_lb5zw250,20,blend,0.07463805662685909,69,0.2728911554170945,-0.004226918798665183
R2,R2_lb5zw250,40,500,0.2696294638221867,34,0.40567971988835194,-0.1384615384615385
R2,R2_lb5zw250,40,1000,0.09697468784059331,34,0.33046250738625627,-0.0857142857142857
R2,R2_lb5zw250,40,blend,0.1541177503438181,34,0.39828130554388347,-0.1164835164835165
R2,R2_lb20zw60,5,500,0.05409521751517893,281,0.12267100715376578,0.044847926267281096
