family,form,k,kou_jing,ic,n_windows,ic_2014-2019,ic_2020-2026
B2,B2_lb5zw250,20,blend,-0.01048884461680305,160,0.09872017493086375,-0.134944003365056
B2,B2_lb5zw250,40,500,0.08967922151591042,79,0.27675070028011206,-0.05897800634642739
B2,B2_lb5zw250,40,1000,0.07725217412615139,79,0.2971988795518207,-0.0626983258562206
B2,B2_lb5zw250,40,blend,0.08438464206973492,79,0.288515406162465,-0.07539118065433854
B2,B2_lb20zw60,5,500,-1.5741488974920498e-05,645,0.006101807167310287,0.017102278686292036
B2,B2_lb20zw60,5,1000,-0.01437900049594634,645,-0.0038422393096630616,0.012501310984247838
B2,B2_lb20zw60,5,blend,-0.009113204113000635,645,0.00058047519101627,0.01205518500140099
B2,B2_lb20zw60,10,500,-0.01123641141479796,322,-0.04457959376476145,-0.020644529089156163
B2,B2_lb20zw60,10,1000,-0.01274351353920811,322,-0.054019052117776724,-0.011907508969354049
B2,B2_lb20zw60,10,blend,-0.014203170521614409,322,-0.04672098882065816,-0.01513173491805092
B2,B2_lb20zw60,20,500,-0.006278565568967537,160,-0.05289729243038138,-0.11086282138913717
B2,B2_lb20zw60,20,1000,-0.020212703621235204,160,-0.08852659335005468,-0.1224302013775698
B2,B2_lb20zw60,20,blend,-0.006454353685690848,160,-0.07395974017621713,-0.11667280088332718
B2,B2_lb20zw60,40,500,-0.12891918208373906,79,0.11652661064425772,0.2743188532662217
B2,B2_lb20zw60,40,1000,-0.09065238558909446,79,0.14845938375350143,0.3156800525221578
B2,B2_lb20zw60,40,blend,-0.11197663096397273,79,0.15798319327731095,0.2690666374876901
B2,B2_lb20zw250,5,500,0.0019871912911114155,645,-0.0003915285684371485,0.0066277102153457935
B2,B2_lb20zw250,5,1000,-0.010849155275520737,645,0.004372069014214826,-0.00463031809565254
B2,B2_lb20zw250,5,blend,-0.00686247447216715,645,0.001986861392069112,-0.0024846086535917837
B2,B2_lb20zw250,10,500,0.013382963366538856,322,-0.03098330971500551,-0.03897520190924752
B2,B2_lb20zw250,10,1000,0.008971757771613706,322,-0.02369705558179814,-0.041232160073335335
B2,B2_lb20zw250,10,blend,0.009139076264539978,322,-0.025342465753424654,-0.039480962842376434
B2,B2_lb20zw250,20,500,0.04303649122240783,160,-0.028008232040645707,-0.14559125085440874
B2,B2_lb20zw250,20,1000,0.03148704276446435,160,-0.03942375715480096,-0.15889373784110625
B2,B2_lb20zw250,20,blend,0.04650249769773688,160,-0.03386069843719854,-0.15476628634523368
B2,B2_lb20zw250,40,500,-0.03537022498985283,79,0.06610644257703081,0.21851406061932377
B2,B2_lb20zw250,40,1000,0.014301450228175182,79,0.1142857142857143,0.23711565816828972
B2,B2_lb20zw250,40,blend,-0.008361784090856467,79,0.115406162464986,0.19969362074625233
B3,B3_lb5zw60,5,500,0.0018552149719448206,645,0.07468456140521747,-0.02147705268826125
B3,B3_lb5zw60,5,1000,0.0037630655476495324,645,0.07888375399928903,-0.026521798341663624
B3,B3_lb5zw60,5,blend,-3.752019673283607e-05,645,0.07632956576365116,-0.026139851886173692
B3,B3_lb5zw60,10,500,0.011408579771008898,322,0.09172964887419303,0.006195571430829289
B3,B3_lb5zw60,10,1000,0.024909238701361767,322,0.10113367973547471,0.021302018302223766
B3,B3_lb5zw60,10,blend,0.01893905833254408,322,0.09489056841442292,0.021308340313887876
B3,B3_lb5zw60,20,500,-0.046308449548810506,160,0.05743134606727121,-0.11117829538882171
B3,B3_lb5zw60,20,1000,-0.053908355795148244,160,0.06575985593928872,-0.12590041537409957
B3,B3_lb5zw60,20,blend,-0.052630962146958865,160,0.061675992025210645,-0.11827646038172353
B3,B3_lb5zw60,40,500,-0.04671372930866602,79,0.20728291316526612,0.0033920560236349708
B3,B3_lb5zw60,40,1000,-0.04055501460564752,79,0.2439775910364146,-0.034467666046613415
B3,B3_lb5zw60,40,blend,-0.04272151898734178,79,0.22268907563025211,-0.028121238647554437
B3,B3_lb5zw250,5,500,-0.009057171555174912,645,0.047074979668759044,-0.0011344905476079036
B3,B3_lb5zw250,5,1000,-0.006678265668460059,645,0.050742881630784664,-0.00012875039329527434
B3,B3_lb5zw250,5,blend,-0.011590787939400627,645,0.048038704839078836,-0.0010018267684981832
B3,B3_lb5zw250,10,500,-0.006353563507690235,322,0.0610494410329082,-0.010175277773387491
B3,B3_lb5zw250,10,1000,0.0042003645037687375,322,0.06504881121083293,0.014325678430876704
B3,B3_lb5zw250,10,blend,-0.000661361516937744,322,0.05810502283105022,0.009441924420350554
B3,B3_lb5zw250,20,500,-0.045623210062237386,160,0.09884880056595283,-0.17656028182343972
B3,B3_lb5zw250,20,1000,-0.052629882735229984,160,0.10740240529937617,-0.17834796782165202
B3,B3_lb5zw250,20,blend,-0.04978795403240631,160,0.1020965978519519,-0.18089804931910192
B3,B3_lb5zw250,40,500,-0.031451019054982696,79,0.2761904761904762,-0.10690447532552796
B3,B3_lb5zw250,40,1000,-0.03664822692513657,79,0.3224089635854342,-0.11937848779954041
B3,B3_lb5zw250,40,blend,-0.030026959755666528,79,0.2868347338935574,-0.12112922639238427
B3,B3_lb20zw60,5,500,0.006690580015732544,645,0.036053255676920755,0.004533266127454279
B3,B3_lb20zw60,5,1000,-0.0021563603888684417,645,0.04792962225284759,0.008365644855541273
B3,B3_lb20zw60,5,blend,-0.000866318535290227,645,0.0442183794418283,0.006161625964845273
B3,B3_lb20zw60,10,500,0.010298291561540034,322,0.0331640686506062,-0.011442841112041852
B3,B3_lb20zw60,10,1000,0.019568784762776986,322,0.049023775783341196,-0.007523193880292709
B3,B3_lb20zw60,10,blend,0.014117266059955924,322,0.0384506376948512,-0.004491789287351234
B3,B3_lb20zw60,20,500,0.011763154810734795,160,0.06649945334105088,-0.11309742888690255
B3,B3_lb20zw60,20,1000,0.00829426930739482,160,0.0629300919673291,-0.1132025868867974
B3,B3_lb20zw60,20,blend,0.012437009258174146,160,0.0701331275323172,-0.1181713023818287
B3,B3_lb20zw60,40,500,-0.020155793573515095,79,0.22100840336134459,0.14279461647882702
B3,B3_lb20zw60,40,1000,0.01609055501460565,79,0.2941176470588236,0.16205274100010944
B3,B3_lb20zw60,40,blend,-0.0007302823758519962,79,0.2803921568627451,0.12900755006018164
B3,B3_lb20zw250,5,500,-0.005289605350868749,645,0.012192413890498617,-0.02786448101460006
B3,B3_lb20zw250,5,1000,-0.014945874804556223,645,0.01704220619530653,-0.02411545740436076
B3,B3_lb20zw250,5,blend,-0.013774488934762715,645,0.01613691812475347,-0.025423702282130072
B3,B3_lb20zw250,10,500,-0.007002704213988912,322,-0.011309242638954494,-0.07641415498411594
B3,B3_lb20zw250,10,1000,-0.004868555297240077,322,-0.011919382774366239,-0.0716726462360323
B3,B3_lb20zw250,10,blend,-0.006476670203098484,322,-0.018961580853408908,-0.07019645651246226
B3,B3_lb20zw250,20,500,0.026910427974675726,160,0.021994983600231527,-0.16036594983963404
B3,B3_lb20zw250,20,1000,0.016745405671122388,160,0.007428130426393981,-0.15019191334980808
B3,B3_lb20zw250,20,blend,0.026276121207499104,160,0.013409222458035887,-0.16186445133813554
B3,B3_lb20zw250,40,500,-0.007424582671648392,79,0.10280112044817928,-0.03315461210198052
B3,B3_lb20zw250,40,1000,0.014739622320272462,79,0.08935574229691878,-0.0031732136995294884
B3,B3_lb20zw250,40,blend,0.0069012104505321945,79,0.11680672268907563,-0.02834008097165992
