kind,delta,rep,data_seed,rule,p_C1,p_C2,reject_any,reject_C2,positive_C1
slow_regime,0.0,14,2026121416,block60,1.0,1.0,False,False,False
slow_regime,0.0,14,2026121416,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,15,2026121417,block20,0.004,0.08,True,False,False
slow_regime,0.0,15,2026121417,block60,0.008,0.158,True,False,False
slow_regime,0.0,15,2026121417,both_blocks,0.008,0.158,True,False,False
slow_regime,0.0,16,2026121418,block20,0.412,0.412,False,False,False
slow_regime,0.0,16,2026121418,block60,0.512,0.556,False,False,False
slow_regime,0.0,16,2026121418,both_blocks,0.512,0.556,False,False,False
slow_regime,0.0,17,2026121419,block20,0.008,0.252,True,False,False
slow_regime,0.0,17,2026121419,block60,0.012,0.428,True,False,False
slow_regime,0.0,17,2026121419,both_blocks,0.012,0.428,True,False,False
slow_regime,0.0,18,2026121420,block20,0.028,0.984,True,False,False
slow_regime,0.0,18,2026121420,block60,0.116,0.984,False,False,False
slow_regime,0.0,18,2026121420,both_blocks,0.116,0.984,False,False,False
slow_regime,0.0,19,2026121421,block20,0.004,0.004,True,True,False
slow_regime,0.0,19,2026121421,block60,0.008,0.014,True,True,False
slow_regime,0.0,19,2026121421,both_blocks,0.008,0.014,True,True,False
slow_regime,0.0,20,2026121422,block20,0.424,0.424,False,False,False
slow_regime,0.0,20,2026121422,block60,0.8,0.8,False,False,False
slow_regime,0.0,20,2026121422,both_blocks,0.8,0.8,False,False,False
slow_regime,0.0,21,2026121423,block20,0.304,0.684,False,False,False
slow_regime,0.0,21,2026121423,block60,0.66,0.764,False,False,False
slow_regime,0.0,21,2026121423,both_blocks,0.66,0.764,False,False,False
slow_regime,0.0,22,2026121424,block20,0.12,0.62,False,False,False
slow_regime,0.0,22,2026121424,block60,0.576,0.79,False,False,False
slow_regime,0.0,22,2026121424,both_blocks,0.576,0.79,False,False,False
slow_regime,0.0,23,2026121425,block20,0.642,0.032,True,True,False
slow_regime,0.0,23,2026121425,block60,0.77,0.16,False,False,False
slow_regime,0.0,23,2026121425,both_blocks,0.77,0.16,False,False,False
slow_regime,0.0,24,2026121426,block20,0.916,0.004,True,True,False
slow_regime,0.0,24,2026121426,block60,0.968,0.012,True,True,False
slow_regime,0.0,24,2026121426,both_blocks,0.968,0.012,True,True,False
slow_regime,0.0,25,2026121427,block20,0.1,0.028,True,True,False
slow_regime,0.0,25,2026121427,block60,0.272,0.084,False,False,False
slow_regime,0.0,25,2026121427,both_blocks,0.272,0.084,False,False,False
slow_regime,0.0,26,2026121428,block20,0.774,0.04,True,True,False
slow_regime,0.0,26,2026121428,block60,0.842,0.128,False,False,False
slow_regime,0.0,26,2026121428,both_blocks,0.842,0.128,False,False,False
slow_regime,0.0,27,2026121429,block20,0.004,0.08,True,False,True
slow_regime,0.0,27,2026121429,block60,0.004,0.216,True,False,True
slow_regime,0.0,27,2026121429,both_blocks,0.004,0.216,True,False,True
slow_regime,0.0,28,2026121430,block20,0.004,0.064,True,False,False
slow_regime,0.0,28,2026121430,block60,0.008,0.264,True,False,False
slow_regime,0.0,28,2026121430,both_blocks,0.008,0.264,True,False,False
slow_regime,0.0,29,2026121431,block20,0.048,0.238,True,False,True
slow_regime,0.0,29,2026121431,block60,0.212,0.346,False,False,False
slow_regime,0.0,29,2026121431,both_blocks,0.212,0.346,False,False,False
slow_regime,0.0,30,2026121432,block20,1.0,1.0,False,False,False
slow_regime,0.0,30,2026121432,block60,1.0,1.0,False,False,False
slow_regime,0.0,30,2026121432,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,31,2026121433,block20,0.556,0.152,False,False,False
slow_regime,0.0,31,2026121433,block60,0.68,0.364,False,False,False
slow_regime,0.0,31,2026121433,both_blocks,0.68,0.364,False,False,False
slow_regime,0.0,32,2026121434,block20,0.708,0.68,False,False,False
slow_regime,0.0,32,2026121434,block60,0.992,0.992,False,False,False
slow_regime,0.0,32,2026121434,both_blocks,0.992,0.992,False,False,False
slow_regime,0.0,33,2026121435,block20,0.256,0.004,True,True,False
slow_regime,0.0,33,2026121435,block60,0.458,0.06,False,False,False
slow_regime,0.0,33,2026121435,both_blocks,0.458,0.06,False,False,False
slow_regime,0.0,34,2026121436,block20,0.588,0.588,False,False,False
slow_regime,0.0,34,2026121436,block60,0.948,0.948,False,False,False
slow_regime,0.0,34,2026121436,both_blocks,0.948,0.948,False,False,False
slow_regime,0.0,35,2026121437,block20,0.904,0.966,False,False,False
slow_regime,0.0,35,2026121437,block60,1.0,1.0,False,False,False
slow_regime,0.0,35,2026121437,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,36,2026121438,block20,0.004,0.004,True,True,False
slow_regime,0.0,36,2026121438,block60,0.004,0.004,True,True,False
slow_regime,0.0,36,2026121438,both_blocks,0.004,0.004,True,True,False
slow_regime,0.0,37,2026121439,block20,0.132,0.306,False,False,False
slow_regime,0.0,37,2026121439,block60,0.3,0.448,False,False,False
slow_regime,0.0,37,2026121439,both_blocks,0.3,0.448,False,False,False
slow_regime,0.0,38,2026121440,block20,1.0,1.0,False,False,False
slow_regime,0.0,38,2026121440,block60,1.0,1.0,False,False,False
slow_regime,0.0,38,2026121440,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,39,2026121441,block20,0.004,0.148,True,False,True
slow_regime,0.0,39,2026121441,block60,0.004,0.318,True,False,True
slow_regime,0.0,39,2026121441,both_blocks,0.004,0.318,True,False,True
slow_regime,0.0,40,2026121442,block20,0.684,0.684,False,False,False
slow_regime,0.0,40,2026121442,block60,1.0,1.0,False,False,False
slow_regime,0.0,40,2026121442,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,41,2026121443,block20,0.112,0.23,False,False,False
slow_regime,0.0,41,2026121443,block60,0.384,0.44,False,False,False
slow_regime,0.0,41,2026121443,both_blocks,0.384,0.44,False,False,False
slow_regime,0.0,42,2026121444,block20,0.018,0.004,True,True,False
slow_regime,0.0,42,2026121444,block60,0.162,0.004,True,True,False
slow_regime,0.0,42,2026121444,both_blocks,0.162,0.004,True,True,False
slow_regime,0.0,43,2026121445,block20,0.036,0.462,True,False,False
slow_regime,0.0,43,2026121445,block60,0.224,0.62,False,False,False
slow_regime,0.0,43,2026121445,both_blocks,0.224,0.62,False,False,False
slow_regime,0.0,44,2026121446,block20,0.42,0.54,False,False,False
slow_regime,0.0,44,2026121446,block60,0.832,0.832,False,False,False
slow_regime,0.0,44,2026121446,both_blocks,0.832,0.832,False,False,False
slow_regime,0.0,45,2026121447,block20,0.364,0.412,False,False,False
slow_regime,0.0,45,2026121447,block60,0.696,0.696,False,False,False
slow_regime,0.0,45,2026121447,both_blocks,0.696,0.696,False,False,False
slow_regime,0.0,46,2026121448,block20,0.004,0.896,True,False,False
slow_regime,0.0,46,2026121448,block60,0.004,0.916,True,False,False
slow_regime,0.0,46,2026121448,both_blocks,0.004,0.916,True,False,False
slow_regime,0.0,47,2026121449,block20,0.02,0.558,True,False,False
slow_regime,0.0,47,2026121449,block60,0.116,0.656,False,False,False
slow_regime,0.0,47,2026121449,both_blocks,0.116,0.656,False,False,False
slow_regime,0.0,48,2026121450,block20,0.004,0.818,True,False,True
slow_regime,0.0,48,2026121450,block60,0.052,0.868,False,False,False
slow_regime,0.0,48,2026121450,both_blocks,0.052,0.868,False,False,False
slow_regime,0.0,49,2026121451,block20,0.48,0.48,False,False,False
slow_regime,0.0,49,2026121451,block60,0.736,0.736,False,False,False
slow_regime,0.0,49,2026121451,both_blocks,0.736,0.736,False,False,False
slow_regime,0.0,50,2026121452,block20,0.21,0.004,True,True,False
slow_regime,0.0,50,2026121452,block60,0.446,0.016,True,True,False
slow_regime,0.0,50,2026121452,both_blocks,0.446,0.016,True,True,False
slow_regime,0.0,51,2026121453,block20,0.314,0.28,False,False,False
slow_regime,0.0,51,2026121453,block60,0.522,0.488,False,False,False
slow_regime,0.0,51,2026121453,both_blocks,0.522,0.488,False,False,False
slow_regime,0.0,52,2026121454,block20,0.632,0.016,True,True,False
slow_regime,0.0,52,2026121454,block60,0.78,0.116,False,False,False
slow_regime,0.0,52,2026121454,both_blocks,0.78,0.116,False,False,False
slow_regime,0.0,53,2026121455,block20,1.0,1.0,False,False,False
slow_regime,0.0,53,2026121455,block60,1.0,1.0,False,False,False
slow_regime,0.0,53,2026121455,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,54,2026121456,block20,0.004,0.028,True,True,True
slow_regime,0.0,54,2026121456,block60,0.004,0.116,True,False,True
slow_regime,0.0,54,2026121456,both_blocks,0.004,0.116,True,False,True
slow_regime,0.0,55,2026121457,block20,0.812,0.812,False,False,False
slow_regime,0.0,55,2026121457,block60,1.0,1.0,False,False,False
slow_regime,0.0,55,2026121457,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,56,2026121458,block20,0.254,0.092,False,False,False
slow_regime,0.0,56,2026121458,block60,0.48,0.48,False,False,False
slow_regime,0.0,56,2026121458,both_blocks,0.48,0.48,False,False,False
slow_regime,0.0,57,2026121459,block20,0.052,0.324,False,False,False
slow_regime,0.0,57,2026121459,block60,0.424,0.48,False,False,False
slow_regime,0.0,57,2026121459,both_blocks,0.424,0.48,False,False,False
slow_regime,0.0,58,2026121460,block20,0.314,0.004,True,True,False
slow_regime,0.0,58,2026121460,block60,0.43,0.032,True,True,False
slow_regime,0.0,58,2026121460,both_blocks,0.43,0.032,True,True,False
slow_regime,0.0,59,2026121461,block20,0.036,0.036,True,True,True
slow_regime,0.0,59,2026121461,block60,0.074,0.068,False,False,False
slow_regime,0.0,59,2026121461,both_blocks,0.074,0.068,False,False,False
slow_regime,0.0,60,2026121462,block20,0.132,0.132,False,False,False
slow_regime,0.0,60,2026121462,block60,0.226,0.176,False,False,False
slow_regime,0.0,60,2026121462,both_blocks,0.226,0.176,False,False,False
slow_regime,0.0,61,2026121463,block20,0.044,0.044,True,True,False
slow_regime,0.0,61,2026121463,block60,0.172,0.172,False,False,False
slow_regime,0.0,61,2026121463,both_blocks,0.172,0.172,False,False,False
slow_regime,0.0,62,2026121464,block20,0.004,0.3,True,False,False
slow_regime,0.0,62,2026121464,block60,0.004,0.462,True,False,False
slow_regime,0.0,62,2026121464,both_blocks,0.004,0.462,True,False,False
slow_regime,0.0,63,2026121465,block20,0.032,0.032,True,True,True
slow_regime,0.0,63,2026121465,block60,0.116,0.116,False,False,False
slow_regime,0.0,63,2026121465,both_blocks,0.116,0.116,False,False,False
slow_regime,0.0,64,2026121466,block20,0.272,0.59,False,False,False
slow_regime,0.0,64,2026121466,block60,0.508,0.656,False,False,False
slow_regime,0.0,64,2026121466,both_blocks,0.508,0.656,False,False,False
slow_regime,0.0,65,2026121467,block20,0.152,0.246,False,False,False
slow_regime,0.0,65,2026121467,block60,0.252,0.286,False,False,False
slow_regime,0.0,65,2026121467,both_blocks,0.252,0.286,False,False,False
slow_regime,0.0,66,2026121468,block20,0.348,0.008,True,True,False
slow_regime,0.0,66,2026121468,block60,0.446,0.052,False,False,False
slow_regime,0.0,66,2026121468,both_blocks,0.446,0.052,False,False,False
slow_regime,0.0,67,2026121469,block20,0.208,0.966,False,False,False
slow_regime,0.0,67,2026121469,block60,0.404,0.972,False,False,False
slow_regime,0.0,67,2026121469,both_blocks,0.404,0.972,False,False,False
slow_regime,0.0,68,2026121470,block20,0.236,1.0,False,False,False
slow_regime,0.0,68,2026121470,block60,0.424,1.0,False,False,False
slow_regime,0.0,68,2026121470,both_blocks,0.424,1.0,False,False,False
slow_regime,0.0,69,2026121471,block20,0.004,0.026,True,True,False
slow_regime,0.0,69,2026121471,block60,0.016,0.038,True,True,False
slow_regime,0.0,69,2026121471,both_blocks,0.016,0.038,True,True,False
slow_regime,0.0,70,2026121472,block20,0.868,0.336,False,False,False
slow_regime,0.0,70,2026121472,block60,0.88,0.656,False,False,False
slow_regime,0.0,70,2026121472,both_blocks,0.88,0.656,False,False,False
slow_regime,0.0,71,2026121473,block20,0.06,0.956,False,False,False
slow_regime,0.0,71,2026121473,block60,0.28,0.974,False,False,False
slow_regime,0.0,71,2026121473,both_blocks,0.28,0.974,False,False,False
slow_regime,0.0,72,2026121474,block20,0.02,0.464,True,False,False
slow_regime,0.0,72,2026121474,block60,0.056,0.498,False,False,False
slow_regime,0.0,72,2026121474,both_blocks,0.056,0.498,False,False,False
slow_regime,0.0,73,2026121475,block20,0.796,0.076,False,False,False
slow_regime,0.0,73,2026121475,block60,0.838,0.176,False,False,False
slow_regime,0.0,73,2026121475,both_blocks,0.838,0.176,False,False,False
slow_regime,0.0,74,2026121476,block20,0.028,0.31,True,False,True
slow_regime,0.0,74,2026121476,block60,0.148,0.484,False,False,False
slow_regime,0.0,74,2026121476,both_blocks,0.148,0.484,False,False,False
slow_regime,0.0,75,2026121477,block20,0.076,0.122,False,False,False
slow_regime,0.0,75,2026121477,block60,0.228,0.228,False,False,False
slow_regime,0.0,75,2026121477,both_blocks,0.228,0.228,False,False,False
slow_regime,0.0,76,2026121478,block20,0.004,0.716,True,False,True
slow_regime,0.0,76,2026121478,block60,0.012,0.802,True,False,True
slow_regime,0.0,76,2026121478,both_blocks,0.012,0.802,True,False,True
slow_regime,0.0,77,2026121479,block20,0.032,0.008,True,True,False
slow_regime,0.0,77,2026121479,block60,0.082,0.072,False,False,False
slow_regime,0.0,77,2026121479,both_blocks,0.082,0.072,False,False,False
slow_regime,0.0,78,2026121480,block20,0.722,0.216,False,False,False
slow_regime,0.0,78,2026121480,block60,0.75,0.528,False,False,False
slow_regime,0.0,78,2026121480,both_blocks,0.75,0.528,False,False,False
slow_regime,0.0,79,2026121481,block20,0.766,0.232,False,False,False
slow_regime,0.0,79,2026121481,block60,0.776,0.54,False,False,False
slow_regime,0.0,79,2026121481,both_blocks,0.776,0.54,False,False,False
slow_regime,0.0,80,2026121482,block20,0.482,0.304,False,False,False
slow_regime,0.0,80,2026121482,block60,0.64,0.556,False,False,False
slow_regime,0.0,80,2026121482,both_blocks,0.64,0.556,False,False,False
slow_regime,0.0,81,2026121483,block20,1.0,1.0,False,False,False
slow_regime,0.0,81,2026121483,block60,1.0,1.0,False,False,False
slow_regime,0.0,81,2026121483,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,82,2026121484,block20,0.004,0.064,True,False,False
slow_regime,0.0,82,2026121484,block60,0.004,0.172,True,False,False
slow_regime,0.0,82,2026121484,both_blocks,0.004,0.172,True,False,False
slow_regime,0.0,83,2026121485,block20,0.028,0.008,True,True,False
slow_regime,0.0,83,2026121485,block60,0.144,0.02,True,True,False
slow_regime,0.0,83,2026121485,both_blocks,0.144,0.02,True,True,False
slow_regime,0.0,84,2026121486,block20,0.87,0.004,True,True,False
slow_regime,0.0,84,2026121486,block60,0.92,0.044,True,True,False
slow_regime,0.0,84,2026121486,both_blocks,0.92,0.044,True,True,False
slow_regime,0.0,85,2026121487,block20,0.004,0.202,True,False,False
slow_regime,0.0,85,2026121487,block60,0.004,0.422,True,False,False
slow_regime,0.0,85,2026121487,both_blocks,0.004,0.422,True,False,False
slow_regime,0.0,86,2026121488,block20,0.332,0.67,False,False,False
slow_regime,0.0,86,2026121488,block60,0.624,0.752,False,False,False
slow_regime,0.0,86,2026121488,both_blocks,0.624,0.752,False,False,False
slow_regime,0.0,87,2026121489,block20,0.524,0.524,False,False,False
slow_regime,0.0,87,2026121489,block60,0.656,0.656,False,False,False
slow_regime,0.0,87,2026121489,both_blocks,0.656,0.656,False,False,False
slow_regime,0.0,88,2026121490,block20,0.112,0.096,False,False,False
slow_regime,0.0,88,2026121490,block60,0.332,0.332,False,False,False
slow_regime,0.0,88,2026121490,both_blocks,0.332,0.332,False,False,False
slow_regime,0.0,89,2026121491,block20,0.044,0.922,True,False,False
slow_regime,0.0,89,2026121491,block60,0.216,0.938,False,False,False
slow_regime,0.0,89,2026121491,both_blocks,0.216,0.938,False,False,False
slow_regime,0.0,90,2026121492,block20,0.348,0.348,False,False,False
slow_regime,0.0,90,2026121492,block60,0.652,0.652,False,False,False
slow_regime,0.0,90,2026121492,both_blocks,0.652,0.652,False,False,False
slow_regime,0.0,91,2026121493,block20,0.012,0.012,True,True,True
slow_regime,0.0,91,2026121493,block60,0.084,0.106,False,False,False
slow_regime,0.0,91,2026121493,both_blocks,0.084,0.106,False,False,False
slow_regime,0.0,92,2026121494,block20,0.004,0.106,True,False,False
slow_regime,0.0,92,2026121494,block60,0.06,0.316,False,False,False
slow_regime,0.0,92,2026121494,both_blocks,0.06,0.316,False,False,False
slow_regime,0.0,93,2026121495,block20,0.296,0.86,False,False,False
slow_regime,0.0,93,2026121495,block60,0.504,0.894,False,False,False
slow_regime,0.0,93,2026121495,both_blocks,0.504,0.894,False,False,False
slow_regime,0.0,94,2026121496,block20,0.856,0.856,False,False,False
slow_regime,0.0,94,2026121496,block60,1.0,1.0,False,False,False
slow_regime,0.0,94,2026121496,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,95,2026121497,block20,0.292,0.472,False,False,False
slow_regime,0.0,95,2026121497,block60,0.804,0.804,False,False,False
slow_regime,0.0,95,2026121497,both_blocks,0.804,0.804,False,False,False
slow_regime,0.0,96,2026121498,block20,0.032,0.136,True,False,True
slow_regime,0.0,96,2026121498,block60,0.124,0.188,False,False,False
slow_regime,0.0,96,2026121498,both_blocks,0.124,0.188,False,False,False
slow_regime,0.0,97,2026121499,block20,0.132,0.008,True,True,False
slow_regime,0.0,97,2026121499,block60,0.212,0.048,True,True,False
slow_regime,0.0,97,2026121499,both_blocks,0.212,0.048,True,True,False
slow_regime,0.0,98,2026121500,block20,0.726,0.624,False,False,False
slow_regime,0.0,98,2026121500,block60,0.782,0.592,False,False,False
slow_regime,0.0,98,2026121500,both_blocks,0.782,0.624,False,False,False
slow_regime,0.0,99,2026121501,block20,0.116,0.156,False,False,False
slow_regime,0.0,99,2026121501,block60,0.488,0.488,False,False,False
slow_regime,0.0,99,2026121501,both_blocks,0.488,0.488,False,False,False
slow_regime,0.0,100,2026121502,block20,0.152,0.032,True,True,False
slow_regime,0.0,100,2026121502,block60,0.29,0.176,False,False,False
slow_regime,0.0,100,2026121502,both_blocks,0.29,0.176,False,False,False
slow_regime,0.0,101,2026121503,block20,0.084,0.37,False,False,False
slow_regime,0.0,101,2026121503,block60,0.212,0.384,False,False,False
slow_regime,0.0,101,2026121503,both_blocks,0.212,0.384,False,False,False
slow_regime,0.0,102,2026121504,block20,0.42,0.42,False,False,False
slow_regime,0.0,102,2026121504,block60,0.692,0.692,False,False,False
slow_regime,0.0,102,2026121504,both_blocks,0.692,0.692,False,False,False
slow_regime,0.0,103,2026121505,block20,0.44,0.44,False,False,False
slow_regime,0.0,103,2026121505,block60,0.56,0.56,False,False,False
slow_regime,0.0,103,2026121505,both_blocks,0.56,0.56,False,False,False
slow_regime,0.0,104,2026121506,block20,0.664,0.064,False,False,False
slow_regime,0.0,104,2026121506,block60,0.754,0.196,False,False,False
slow_regime,0.0,104,2026121506,both_blocks,0.754,0.196,False,False,False
slow_regime,0.0,105,2026121507,block20,0.128,0.012,True,True,False
slow_regime,0.0,105,2026121507,block60,0.212,0.028,True,True,False
slow_regime,0.0,105,2026121507,both_blocks,0.212,0.028,True,True,False
slow_regime,0.0,106,2026121508,block20,0.084,0.044,True,True,False
slow_regime,0.0,106,2026121508,block60,0.258,0.248,False,False,False
slow_regime,0.0,106,2026121508,both_blocks,0.258,0.248,False,False,False
slow_regime,0.0,107,2026121509,block20,0.06,0.592,False,False,False
slow_regime,0.0,107,2026121509,block60,0.184,0.742,False,False,False
slow_regime,0.0,107,2026121509,both_blocks,0.184,0.742,False,False,False
slow_regime,0.0,108,2026121510,block20,0.31,0.148,False,False,False
slow_regime,0.0,108,2026121510,block60,0.394,0.304,False,False,False
slow_regime,0.0,108,2026121510,both_blocks,0.394,0.304,False,False,False
slow_regime,0.0,109,2026121511,block20,0.632,0.632,False,False,False
slow_regime,0.0,109,2026121511,block60,0.988,0.988,False,False,False
slow_regime,0.0,109,2026121511,both_blocks,0.988,0.988,False,False,False
slow_regime,0.0,110,2026121512,block20,1.0,1.0,False,False,False
slow_regime,0.0,110,2026121512,block60,1.0,1.0,False,False,False
slow_regime,0.0,110,2026121512,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,111,2026121513,block20,0.004,0.018,True,True,False
slow_regime,0.0,111,2026121513,block60,0.004,0.068,True,False,False
slow_regime,0.0,111,2026121513,both_blocks,0.004,0.068,True,False,False
slow_regime,0.0,112,2026121514,block20,1.0,1.0,False,False,False
slow_regime,0.0,112,2026121514,block60,1.0,1.0,False,False,False
slow_regime,0.0,112,2026121514,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,113,2026121515,block20,1.0,1.0,False,False,False
slow_regime,0.0,113,2026121515,block60,1.0,1.0,False,False,False
slow_regime,0.0,113,2026121515,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,114,2026121516,block20,0.012,0.426,True,False,True
slow_regime,0.0,114,2026121516,block60,0.048,0.592,True,False,True
slow_regime,0.0,114,2026121516,both_blocks,0.048,0.592,True,False,True
slow_regime,0.0,115,2026121517,block20,0.304,0.304,False,False,False
slow_regime,0.0,115,2026121517,block60,0.392,0.392,False,False,False
slow_regime,0.0,115,2026121517,both_blocks,0.392,0.392,False,False,False
slow_regime,0.0,116,2026121518,block20,0.384,0.14,False,False,False
slow_regime,0.0,116,2026121518,block60,0.486,0.328,False,False,False
slow_regime,0.0,116,2026121518,both_blocks,0.486,0.328,False,False,False
slow_regime,0.0,117,2026121519,block20,0.732,0.028,True,True,False
slow_regime,0.0,117,2026121519,block60,0.784,0.156,False,False,False
slow_regime,0.0,117,2026121519,both_blocks,0.784,0.156,False,False,False
slow_regime,0.0,118,2026121520,block20,0.096,0.096,False,False,False
slow_regime,0.0,118,2026121520,block60,0.16,0.16,False,False,False
slow_regime,0.0,118,2026121520,both_blocks,0.16,0.16,False,False,False
slow_regime,0.0,119,2026121521,block20,0.528,0.456,False,False,False
slow_regime,0.0,119,2026121521,block60,0.832,0.832,False,False,False
slow_regime,0.0,119,2026121521,both_blocks,0.832,0.832,False,False,False
slow_regime,0.0,120,2026121522,block20,0.044,0.004,True,True,True
slow_regime,0.0,120,2026121522,block60,0.14,0.008,True,True,False
slow_regime,0.0,120,2026121522,both_blocks,0.14,0.008,True,True,False
slow_regime,0.0,121,2026121523,block20,0.056,0.936,False,False,False
slow_regime,0.0,121,2026121523,block60,0.26,0.954,False,False,False
slow_regime,0.0,121,2026121523,both_blocks,0.26,0.954,False,False,False
slow_regime,0.0,122,2026121524,block20,0.54,0.54,False,False,False
slow_regime,0.0,122,2026121524,block60,0.668,0.668,False,False,False
slow_regime,0.0,122,2026121524,both_blocks,0.668,0.668,False,False,False
slow_regime,0.0,123,2026121525,block20,0.774,0.004,True,True,False
slow_regime,0.0,123,2026121525,block60,0.83,0.032,True,True,False
slow_regime,0.0,123,2026121525,both_blocks,0.83,0.032,True,True,False
slow_regime,0.0,124,2026121526,block20,0.8,0.588,False,False,False
slow_regime,0.0,124,2026121526,block60,1.0,1.0,False,False,False
slow_regime,0.0,124,2026121526,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,125,2026121527,block20,0.032,0.97,True,False,True
slow_regime,0.0,125,2026121527,block60,0.268,0.986,False,False,False
slow_regime,0.0,125,2026121527,both_blocks,0.268,0.986,False,False,False
slow_regime,0.0,126,2026121528,block20,1.0,1.0,False,False,False
slow_regime,0.0,126,2026121528,block60,1.0,1.0,False,False,False
slow_regime,0.0,126,2026121528,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,127,2026121529,block20,0.864,0.832,False,False,False
slow_regime,0.0,127,2026121529,block60,1.0,1.0,False,False,False
slow_regime,0.0,127,2026121529,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,128,2026121530,block20,0.004,0.29,True,False,True
slow_regime,0.0,128,2026121530,block60,0.004,0.37,True,False,True
slow_regime,0.0,128,2026121530,both_blocks,0.004,0.37,True,False,True
slow_regime,0.0,129,2026121531,block20,0.842,0.756,False,False,False
slow_regime,0.0,129,2026121531,block60,0.916,0.916,False,False,False
slow_regime,0.0,129,2026121531,both_blocks,0.916,0.916,False,False,False
slow_regime,0.0,130,2026121532,block20,0.046,0.004,True,True,False
slow_regime,0.0,130,2026121532,block60,0.114,0.012,True,True,False
slow_regime,0.0,130,2026121532,both_blocks,0.114,0.012,True,True,False
slow_regime,0.0,131,2026121533,block20,0.716,0.716,False,False,False
slow_regime,0.0,131,2026121533,block60,0.872,0.872,False,False,False
slow_regime,0.0,131,2026121533,both_blocks,0.872,0.872,False,False,False
slow_regime,0.0,132,2026121534,block20,0.902,0.584,False,False,False
slow_regime,0.0,132,2026121534,block60,1.0,1.0,False,False,False
slow_regime,0.0,132,2026121534,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,133,2026121535,block20,0.236,0.204,False,False,False
slow_regime,0.0,133,2026121535,block60,0.408,0.408,False,False,False
slow_regime,0.0,133,2026121535,both_blocks,0.408,0.408,False,False,False
slow_regime,0.0,134,2026121536,block20,1.0,1.0,False,False,False
slow_regime,0.0,134,2026121536,block60,1.0,1.0,False,False,False
slow_regime,0.0,134,2026121536,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,135,2026121537,block20,0.004,0.48,True,False,True
slow_regime,0.0,135,2026121537,block60,0.016,0.66,True,False,True
slow_regime,0.0,135,2026121537,both_blocks,0.016,0.66,True,False,True
slow_regime,0.0,136,2026121538,block20,0.21,0.028,True,True,False
slow_regime,0.0,136,2026121538,block60,0.398,0.124,False,False,False
slow_regime,0.0,136,2026121538,both_blocks,0.398,0.124,False,False,False
slow_regime,0.0,137,2026121539,block20,1.0,1.0,False,False,False
slow_regime,0.0,137,2026121539,block60,1.0,1.0,False,False,False
slow_regime,0.0,137,2026121539,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,138,2026121540,block20,0.004,0.022,True,True,False
slow_regime,0.0,138,2026121540,block60,0.012,0.038,True,True,False
slow_regime,0.0,138,2026121540,both_blocks,0.012,0.038,True,True,False
slow_regime,0.0,139,2026121541,block20,0.116,0.116,False,False,False
slow_regime,0.0,139,2026121541,block60,0.368,0.368,False,False,False
slow_regime,0.0,139,2026121541,both_blocks,0.368,0.368,False,False,False
slow_regime,0.0,140,2026121542,block20,0.93,0.432,False,False,False
slow_regime,0.0,140,2026121542,block60,0.946,0.52,False,False,False
slow_regime,0.0,140,2026121542,both_blocks,0.946,0.52,False,False,False
slow_regime,0.0,141,2026121543,block20,0.004,0.772,True,False,False
slow_regime,0.0,141,2026121543,block60,0.004,0.89,True,False,False
slow_regime,0.0,141,2026121543,both_blocks,0.004,0.89,True,False,False
slow_regime,0.0,142,2026121544,block20,0.112,0.406,False,False,False
slow_regime,0.0,142,2026121544,block60,0.3,0.516,False,False,False
slow_regime,0.0,142,2026121544,both_blocks,0.3,0.516,False,False,False
slow_regime,0.0,143,2026121545,block20,1.0,1.0,False,False,False
slow_regime,0.0,143,2026121545,block60,1.0,1.0,False,False,False
slow_regime,0.0,143,2026121545,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,144,2026121546,block20,1.0,1.0,False,False,False
slow_regime,0.0,144,2026121546,block60,1.0,1.0,False,False,False
slow_regime,0.0,144,2026121546,both_blocks,1.0,1.0,False,False,False
slow_regime,0.0,145,2026121547,block20,0.008,0.008,True,True,False
slow_regime,0.0,145,2026121547,block60,0.064,0.064,False,False,False
slow_regime,0.0,145,2026121547,both_blocks,0.064,0.064,False,False,False
slow_regime,0.0,146,2026121548,block20,0.028,0.226,True,False,True
slow_regime,0.0,146,2026121548,block60,0.228,0.318,False,False,False
slow_regime,0.0,146,2026121548,both_blocks,0.228,0.318,False,False,False
