date,沪深300成长,沪深300价值,中证500成长,中证500价值,中证1000成长,中证1000价值,中证2000成长,中证2000价值
2020-01-02,5121.7961,5168.8942,5820.0327,7484.7111,1910.7467,1989.8079,2002.3923,2054.4595
2020-01-03,5076.4631,5168.5624,5808.1276,7474.4127,1920.9387,1991.7758,2021.8831,2062.1987
2020-01-06,5040.2555,5122.8373,5851.971,7473.7672,1943.9477,2002.9812,2039.226,2078.9835
2020-01-07,5088.6132,5152.3826,5911.7847,7559.5291,1976.7654,2029.9049,2071.8481,2110.2215
2020-01-08,5042.1914,5092.059,5827.3035,7422.4371,1953.4557,1998.4347,2046.4405,2083.4552
2020-01-09,5130.9807,5137.2914,5925.2648,7491.9234,1982.3455,2021.5256,2085.9511,2117.2541
2020-01-10,5139.4434,5121.6355,5925.7535,7469.2946,1973.3053,2019.5648,2076.1475,2109.0835
2020-01-13,5194.6914,5147.806,6028.9991,7509.5542,2000.7257,2036.9415,2115.6193,2134.5356
2020-01-14,5168.657,5146.026,6001.7548,7500.3543,1998.1226,2039.4491,2114.1905,2137.4444
2020-01-15,5160.505,5087.6225,6000.4979,7426.9534,1997.2063,2034.702,2107.7899,2127.4831
2020-01-16,5142.968,5053.1653,5998.041,7372.7918,1996.7159,2021.3014,2105.6723,2114.2891
2020-01-17,5158.7502,5059.1791,5991.0619,7351.8886,1994.9798,2016.7808,2109.5599,2102.1272
2020-01-20,5179.7378,5082.816,6124.3203,7399.1661,2020.8132,2025.6794,2136.3777,2128.7237
2020-01-21,5092.5096,4985.2199,6074.5995,7267.528,2004.9824,1997.9073,2112.519,2103.633
2020-01-22,5121.6992,4993.1631,6160.0767,7280.9852,2008.988,1996.799,2123.0373,2109.6408
2020-01-23,4958.6815,4851.44,5938.269,7022.4021,1934.1432,1927.6521,2053.4245,2048.4786
2020-02-03,4582.3417,4486.507,5458.8429,6376.4125,1763.8165,1743.3177,1867.9774,1867.0822
2020-02-04,4735.7227,4591.615,5629.6734,6431.6003,1776.0243,1747.2338,1865.0916,1873.0784
2020-02-05,4797.5797,4610.267,5755.3773,6567.9034,1826.4566,1780.2466,1917.8186,1930.3527
2020-02-06,4886.8899,4661.2553,5942.9091,6713.8006,1886.2473,1813.7562,1967.4068,1990.1552
2020-02-07,4877.8679,4652.4091,5989.2116,6726.5668,1911.8282,1811.3238,1992.0114,2020.2879
2020-02-10,4899.0909,4670.7158,6039.4089,6832.9428,1948.0073,1853.1414,2027.896,2068.449
2020-02-11,4974.1119,4712.5178,6030.9681,6825.0793,1935.3316,1847.7126,2012.5603,2047.306
2020-02-12,5010.7105,4723.0411,6138.668,6878.8728,1982.0369,1869.0784,2043.9843,2070.8337
2020-02-13,4977.1433,4704.4335,6092.6128,6821.0269,1961.633,1858.3545,2031.5922,2043.4908
2020-02-14,4993.4706,4744.3907,6088.8253,6849.9674,1971.2747,1870.4906,2037.0314,2042.3977
2020-02-17,5077.067,4825.5715,6265.8209,7016.1909,2049.49,1921.9104,2118.8463,2101.2399
2020-02-18,5037.4936,4780.8418,6329.7104,7014.4079,2101.7445,1939.9031,2171.2034,2131.7866
2020-02-19,5031.6359,4777.869,6279.883,6979.5761,2081.1049,1939.3242,2164.0577,2130.9602
2020-02-20,5136.365,4857.6132,6391.9246,7102.9866,2124.2506,1969.2939,2202.1364,2158.315
2020-02-21,5139.8045,4837.9376,6463.5473,7118.5939,2166.1091,1975.7273,2225.709,2168.4477
2020-02-24,5106.4661,4781.6231,6569.0514,7102.4633,2221.1471,1973.7321,2277.6721,2191.9741
2020-02-25,5062.9144,4740.1965,6629.9576,7056.4937,2232.0792,1950.2173,2284.5048,2192.1372
2020-02-26,4986.8697,4764.5468,6404.0588,7081.7588,2165.7969,1960.2211,2227.4872,2180.5204
2020-02-27,5028.7192,4773.7003,6417.4156,7088.8404,2183.1737,1967.3494,2222.9244,2184.6198
2020-02-28,4865.2498,4651.0657,6111.4866,6846.0396,2055.5899,1880.7987,2086.2546,2087.8111
2020-03-02,5019.2082,4806.197,6324.8608,7148.8377,2143.1409,1973.0017,2191.9185,2188.8398
2020-03-03,5061.0399,4802.2304,6356.8586,7183.123,2178.6614,1990.9233,2236.217,2228.0393
2020-03-04,5086.1122,4843.0792,6339.8822,7257.0091,2177.0798,2034.2426,2259.6734,2269.5085
2020-03-05,5219.5882,4938.3814,6424.2205,7380.5522,2204.0063,2070.0281,2293.7117,2309.8899
2020-03-06,5140.8113,4842.6406,6386.7248,7283.5922,2194.3622,2053.3726,2281.284,2322.63
2020-03-09,4946.554,4705.9354,6093.7547,7057.3075,2107.0259,1985.4361,2184.1186,2264.3205
2020-03-10,5065.5679,4779.215,6272.3821,7169.5815,2166.1752,2019.1277,2233.2148,2287.1171
2020-03-11,5010.7127,4722.9682,6163.4766,7111.8109,2138.5642,1993.2273,2200.3629,2261.0631
2020-03-12,4889.6058,4658.5271,6059.4539,6995.2617,2088.875,1955.7188,2157.6785,2203.111
2020-03-13,4807.1859,4586.7475,6001.0742,6922.2315,2064.7457,1926.6322,2130.6228,2153.5453
2020-03-16,4583.426,4437.2826,5705.801,6717.1301,1954.1859,1863.1931,2033.5161,2095.9621
2020-03-17,4542.4153,4419.284,5723.6181,6722.7793,1951.2108,1859.1314,2040.9166,2095.0974
2020-03-18,4457.8572,4320.749,5638.6772,6607.7629,1924.155,1831.4646,2003.8399,2059.5688
2020-03-19,4373.4725,4210.2951,5672.89,6597.8912,1942.3903,1834.9112,2028.5039,2066.1016
2020-03-20,4478.9195,4293.1059,5757.3833,6682.8846,1956.5104,1860.5095,2049.0,2103.8136
2020-03-23,4328.7332,4166.9925,5496.8178,6472.4084,1867.5012,1794.6732,1957.9043,2017.3247
2020-03-24,4460.7712,4284.4675,5610.3197,6577.2294,1900.964,1827.562,1993.9473,2050.3387
2020-03-25,4609.17,4389.0688,5750.8282,6700.6344,1950.4227,1864.1794,2037.1373,2103.3789
2020-03-26,4584.0775,4365.4909,5684.5531,6644.1424,1930.4469,1843.6966,2013.3837,2073.1514
2020-03-27,4604.8248,4393.1578,5645.9117,6667.5172,1914.5383,1851.6792,2004.1331,2075.66
2020-03-30,4538.7038,4372.7864,5517.2401,6603.5217,1867.8397,1822.4175,1952.6835,2054.6583
2020-03-31,4584.3628,4342.9967,5543.9605,6609.9319,1875.6785,1821.0747,1949.7168,2052.9521
2020-04-01,4577.8795,4335.4914,5530.3817,6569.7812,1872.5876,1808.587,1949.2495,2032.1919
2020-04-02,4670.6905,4374.3147,5698.2934,6659.4159,1923.4302,1836.5758,2009.2985,2069.0036
2020-04-03,4659.6586,4343.8398,5660.9151,6606.1488,1908.8524,1828.0437,1995.4985,2058.7709
2020-04-07,4781.6161,4409.55,5839.1442,6764.5792,1978.8951,1879.9928,2071.2437,2130.8156
2020-04-08,4757.7029,4386.1307,5839.5666,6758.3959,1979.2679,1885.3521,2083.6566,2136.6173
2020-04-09,4782.0784,4385.8826,5904.574,6784.1433,2000.2157,1897.4128,2101.6541,2146.2524
2020-04-10,4776.1567,4383.9209,5762.0614,6718.6964,1946.8113,1870.1104,2035.2023,2092.9801
2020-04-13,4779.0561,4378.8175,5723.8875,6712.0324,1931.3498,1869.3682,2021.6163,2102.1555
2020-04-14,4875.4373,4433.5006,5879.5661,6790.0058,1972.1682,1892.1162,2063.4233,2133.6844
2020-04-15,4824.112,4390.9046,5851.4759,6744.2541,1952.7887,1877.5522,2046.8001,2108.1011
2020-04-16,4828.6501,4388.4672,5907.7287,6755.2615,1965.5121,1878.6096,2062.6672,2105.0631
2020-04-17,4886.6708,4432.1145,5920.7026,6753.207,1972.0659,1885.6247,2060.307,2102.7008
2020-04-20,4913.0958,4430.7918,5992.735,6798.8238,2006.7282,1902.9376,2092.9788,2126.3215
2020-04-21,4841.3961,4387.5557,5937.8193,6744.6811,1999.5294,1893.2221,2088.7492,2115.8674
2020-04-22,4911.94,4395.6464,5985.3667,6770.9273,2013.7047,1903.895,2110.8138,2135.7449
2020-04-23,4906.5821,4383.2201,5953.6832,6760.752,1993.4868,1895.4485,2097.0898,2135.2503
2020-04-24,4863.8031,4352.2049,5861.0933,6679.5586,1954.0061,1871.9682,2050.3718,2090.1728
2020-04-27,4913.2745,4392.0104,5867.6505,6676.8229,1949.7728,1870.6947,2037.5099,2086.6962
2020-04-28,4976.9079,4404.3041,5878.2186,6600.3633,1918.281,1842.652,1996.8849,2039.4458
2020-04-29,4978.3375,4475.7509,5886.0909,6634.38,1914.5897,1862.905,1990.2782,2035.0785
2020-04-30,5014.9329,4507.9935,6017.7175,6729.9482,1963.2073,1889.4798,2033.8713,2055.2328
2020-05-06,5067.7937,4484.3435,6135.6469,6755.3999,2001.7898,1906.517,2079.7874,2079.2369
2020-05-07,5075.6638,4461.3392,6122.6401,6737.8127,2000.8596,1909.4645,2073.4242,2074.7581
2020-05-08,5134.9363,4505.9644,6186.5962,6800.0022,2024.2936,1921.0993,2096.2147,2094.2548
2020-05-11,5135.7253,4524.1971,6157.9723,6815.6488,2020.1093,1929.2311,2095.7345,2098.7564
2020-05-12,5170.8431,4497.2241,6204.907,6780.2169,2029.8645,1921.2826,2102.7119,2091.0462
2020-05-13,5194.1648,4490.0134,6251.4309,6788.7192,2048.7983,1930.3621,2114.2188,2108.5929
2020-05-14,5146.2606,4436.7336,6185.5519,6708.8626,2031.1866,1903.2773,2094.5393,2077.2116
2020-05-15,5108.1318,4425.8557,6203.7242,6706.0218,2036.5101,1899.5867,2096.799,2069.6495
2020-05-18,5152.9481,4429.6424,6161.877,6710.3861,2030.2038,1901.7677,2085.4104,2062.6028
2020-05-19,5206.034,4458.4584,6283.202,6754.8226,2063.2221,1916.6113,2111.4786,2086.6847
2020-05-20,5166.2863,4449.3177,6200.6639,6710.6723,2035.9412,1894.2299,2087.2161,2077.4974
2020-05-21,5159.0298,4420.4956,6130.2901,6678.5116,2003.2956,1886.8665,2055.122,2053.4405
2020-05-22,5027.9936,4331.3781,6013.9315,6574.5183,1964.4138,1850.9665,2010.3282,2013.3322
2020-05-25,5049.7951,4338.1157,6013.2698,6572.5192,1950.6525,1855.291,2018.2961,2015.5836
2020-05-26,5122.8548,4368.1614,6131.8303,6646.2987,2001.1605,1880.6049,2070.2989,2053.118
2020-05-27,5072.6315,4366.4389,6061.8622,6644.3809,1983.3882,1876.5022,2057.857,2051.9412
2020-05-28,5067.7947,4401.7922,6045.4401,6644.5182,1977.2517,1878.6571,2061.6851,2051.4874
2020-05-29,5112.3549,4374.0075,6101.4806,6651.7158,2000.7105,1874.4004,2082.9956,2066.1051
2020-06-01,5262.6877,4454.8869,6278.9163,6798.8408,2063.0419,1922.9124,2154.3439,2120.9326
2020-06-02,5255.9924,4499.596,6260.6467,6844.482,2060.6373,1939.2145,2151.1998,2129.9741
2020-06-03,5263.802,4499.9587,6287.0611,6832.3545,2056.8621,1928.3351,2160.3006,2131.0464
2020-06-04,5280.4114,4486.861,6296.2658,6854.0304,2067.2698,1929.5804,2164.6399,2135.6414
2020-06-05,5316.4348,4490.851,6306.8019,6848.0488,2082.1107,1922.0844,2168.8073,2132.0345
2020-06-08,5333.7237,4530.1945,6290.8797,6853.0099,2081.8421,1921.692,2164.8108,2129.846
2020-06-09,5378.1848,4541.3122,6330.0949,6886.4321,2094.377,1921.8825,2186.4365,2136.4083
2020-06-10,5398.956,4503.9024,6344.3538,6876.3084,2103.6372,1926.85,2185.5878,2133.8566
2020-06-11,5346.5277,4438.0166,6309.5945,6822.5207,2095.7977,1909.8855,2178.4961,2126.2926
2020-06-12,5377.038,4430.2176,6298.0855,6830.5635,2096.8571,1900.4917,2176.8063,2132.0255
2020-06-15,5313.357,4366.3521,6296.6102,6831.5661,2104.9542,1897.0928,2182.0221,2132.3592
2020-06-16,5398.6467,4418.5948,6439.6424,6944.6721,2148.3012,1932.2051,2241.1391,2162.4231
2020-06-17,5404.8771,4413.878,6482.0814,6995.6066,2160.4288,1936.5142,2253.5811,2164.413
2020-06-18,5436.7334,4434.8069,6472.4971,7050.0568,2158.6604,1938.0517,2232.7127,2154.4943
2020-06-19,5525.708,4450.6296,6550.1302,7065.1776,2168.7727,1942.0353,2236.1241,2159.1642
2020-06-22,5509.5924,4426.1243,6521.5638,7022.8082,2184.2572,1934.0071,2244.2027,2151.3661
2020-06-23,5557.2257,4405.7816,6576.8003,6998.9893,2201.6316,1924.4027,2248.4409,2136.9699
2020-06-24,5586.6571,4443.0093,6587.729,6980.5248,2195.8694,1922.6915,2243.2297,2125.113
2020-06-29,5569.4009,4401.8632,6575.6545,6920.5994,2199.8844,1911.2243,2241.5035,2117.2513
2020-06-30,5651.7339,4417.8236,6698.004,6984.1725,2248.2344,1932.2924,2279.6793,2148.1323
2020-07-01,5788.126,4537.6337,6695.8445,7078.1479,2244.9569,1961.3448,2285.0534,2167.5463
2020-07-02,5869.7791,4657.8917,6759.2028,7275.2731,2260.837,2001.7011,2311.5342,2189.9626
2020-07-03,5924.1815,4754.3395,6811.8486,7428.3415,2273.8058,2033.1653,2341.7945,2209.9351
2020-07-06,6172.3788,5111.6665,6999.782,7860.7336,2354.06,2127.8591,2421.3276,2289.0628
2020-07-07,6262.536,5077.7411,7100.5445,7840.6819,2394.7159,2122.3775,2459.7195,2305.4479
2020-07-08,6312.9293,5122.4231,7214.4258,8006.1105,2448.3126,2163.3061,2518.3409,2347.0219
2020-07-09,6449.4164,5130.4888,7410.7582,8139.2088,2529.4588,2211.0953,2597.6741,2405.1412
2020-07-10,6397.2386,4951.4499,7418.9391,8003.2591,2529.6128,2180.2926,2599.9797,2388.0298
2020-07-13,6552.8576,4988.0272,7655.3527,8231.71,2627.9822,2266.236,2699.7192,2484.6815
2020-07-14,6494.5773,4924.767,7572.0291,8172.1109,2619.3777,2274.1976,2687.4556,2497.0269
2020-07-15,6461.7172,4828.4969,7468.3089,7994.2764,2555.9122,2228.9223,2632.6522,2439.6319
2020-07-16,6105.096,4724.3859,7074.581,7711.038,2419.1004,2148.3074,2486.691,2329.3065
2020-07-17,6202.9099,4721.7311,7136.5494,7690.1934,2445.5615,2158.2691,2504.7243,2354.4811
2020-07-20,6351.173,4906.1447,7323.3393,8034.9224,2515.6912,2263.9623,2588.8778,2460.9556
2020-07-21,6407.3487,4866.7525,7386.2571,8015.8323,2537.5185,2275.6471,2613.4777,2472.5993
2020-07-22,6435.4586,4856.47,7449.2609,8030.3728,2571.6911,2272.7846,2628.7913,2474.6412
2020-07-23,6476.9219,4792.744,7482.0106,7969.6464,2589.7738,2261.1816,2632.8253,2480.4414
2020-07-24,6181.919,4647.46,7077.8079,7630.7578,2467.5231,2170.2258,2498.0289,2363.5547
2020-07-27,6226.5925,4630.7778,7111.1604,7613.6609,2461.9163,2172.721,2495.2426,2365.2213
2020-07-28,6301.8365,4648.4842,7198.9225,7659.052,2488.9191,2177.4728,2539.7096,2383.7048
2020-07-29,6459.3429,4713.4404,7382.2515,7818.2227,2569.4775,2223.8053,2622.6524,2444.477
2020-07-30,6443.3365,4672.5464,7357.2771,7833.7607,2568.3232,2253.9258,2629.5928,2467.3599
2020-07-31,6495.2484,4677.1874,7423.8527,7876.2629,2608.5105,2289.6679,2683.5916,2502.8884
2020-08-03,6585.7015,4738.8073,7545.6005,8042.7218,2694.4214,2350.8533,2769.5761,2582.728
2020-08-04,6570.7922,4815.4698,7523.057,8031.158,2669.0939,2343.4094,2737.1237,2558.6807
2020-08-05,6585.5329,4766.8367,7602.4581,8028.5502,2715.092,2349.0362,2769.9368,2589.7572
2020-08-06,6477.514,4795.6033,7595.5644,8012.6123,2711.0199,2336.3379,2762.2785,2587.5781
2020-08-07,6434.9974,4751.0345,7527.3628,7953.393,2684.4602,2318.2897,2726.3112,2560.0207
2020-08-10,6445.0083,4805.1849,7574.2542,8043.3597,2687.3351,2343.1117,2729.4623,2595.6266
2020-08-11,6415.8258,4782.5676,7450.2782,7904.0393,2638.6401,2295.2004,2668.6242,2534.0041
2020-08-12,6337.1712,4798.1583,7334.5883,7894.3338,2572.3985,2285.244,2624.9536,2537.5351
2020-08-13,6307.2609,4791.3171,7349.3914,7964.0356,2577.2572,2300.6067,2638.5241,2557.1686
2020-08-14,6414.3401,4852.7556,7451.5837,7987.6824,2605.3623,2306.2533,2661.6027,2563.6818
2020-08-17,6524.1952,4984.7785,7565.8456,8151.1593,2652.4599,2358.3729,2729.7514,2624.8331
2020-08-18,6529.4231,4944.6998,7664.0565,8176.2855,2677.6338,2376.8615,2752.5592,2667.773
2020-08-19,6418.4524,4900.3911,7548.8152,8101.5642,2609.7985,2362.9051,2711.8802,2635.4023
2020-08-20,6334.0705,4849.661,7482.7453,8007.787,2559.7495,2321.9245,2678.1757,2598.0221
2020-08-21,6390.859,4869.5476,7570.7839,8031.5694,2580.622,2328.5899,2706.5658,2617.9194
2020-08-24,6471.7722,4856.2781,7617.6103,8055.974,2608.7428,2329.6642,2740.0807,2634.6692
2020-08-25,6524.2551,4844.9469,7623.828,8008.3945,2593.0398,2302.8146,2734.4159,2616.6678
2020-08-26,6465.5034,4794.4104,7511.021,7889.4707,2538.6029,2251.8533,2665.8967,2558.0683
2020-08-27,6498.0138,4795.9634,7579.1493,7914.5561,2566.6677,2260.8236,2710.689,2589.2305
2020-08-28,6647.9303,4882.3815,7719.3566,8046.028,2606.7068,2291.4786,2738.6502,2608.2324
2020-08-31,6598.8208,4844.8933,7681.1795,8014.509,2619.5374,2292.7922,2739.5782,2612.939
2020-09-01,6636.3685,4850.7528,7730.3159,8057.1489,2630.7254,2292.5997,2756.8893,2625.396
2020-09-02,6657.0125,4837.0737,7736.4385,8025.6217,2626.8848,2290.5499,2783.0351,2627.8417
2020-09-03,6618.0393,4832.8375,7684.7135,7978.6155,2587.7436,2271.2177,2739.8036,2595.2923
2020-09-04,6529.8136,4817.755,7610.504,7915.3195,2581.2938,2255.4499,2742.0166,2588.7688
2020-09-07,6363.1266,4789.8405,7415.4294,7793.3362,2518.402,2214.0268,2715.2197,2553.9847
2020-09-08,6364.7913,4859.5046,7427.5422,7890.3744,2517.4708,2233.866,2732.3572,2581.3988
2020-09-09,6189.8566,4805.8468,7197.0155,7786.166,2429.0394,2190.3629,2637.8937,2516.2458
2020-09-10,6238.2439,4799.6528,7127.6601,7690.3085,2355.7752,2147.2201,2543.8999,2430.49
2020-09-11,6322.8343,4793.3495,7259.0907,7715.3515,2405.0671,2173.1689,2589.2304,2482.5961
2020-09-14,6360.4975,4818.0397,7308.8527,7731.2556,2442.3316,2184.0139,2637.858,2509.7902
2020-09-15,6419.9785,4845.6483,7367.9951,7762.5104,2459.7048,2190.9772,2653.0128,2527.3462
2020-09-16,6342.9092,4858.1794,7327.9829,7767.847,2430.708,2192.1966,2628.0892,2513.2558
2020-09-17,6288.9574,4855.731,7345.1882,7780.3871,2432.2295,2183.7366,2639.5097,2520.2679
2020-09-18,6410.688,4980.6083,7435.0142,7936.1069,2471.9364,2225.0862,2672.6266,2562.0462
2020-09-21,6346.6765,4934.8919,7377.7783,7900.8951,2469.4739,2218.3764,2674.6773,2561.0553
2020-09-22,6285.3772,4854.5688,7283.2448,7768.7545,2429.6602,2179.4325,2641.2157,2509.698
2020-09-23,6345.5096,4828.0421,7355.7707,7765.4525,2458.106,2184.2658,2656.0409,2521.96
2020-09-24,6222.0351,4747.0448,7177.5861,7589.5187,2388.8305,2125.5465,2568.5785,2441.5408
2020-09-25,6223.7181,4728.1494,7194.2797,7585.1751,2380.6137,2113.7589,2548.2356,2418.4693
2020-09-28,6253.373,4752.5925,7157.4852,7561.1227,2350.023,2109.5357,2511.9142,2391.131
2020-09-29,6278.0243,4723.1196,7206.3933,7578.8461,2377.3905,2118.2427,2535.9143,2410.0203
2020-09-30,6283.3291,4699.451,7190.0005,7484.6626,2388.6096,2117.5686,2544.1174,2402.3884
2020-10-09,6418.0901,4754.0331,7401.1931,7650.4586,2461.3577,2180.2827,2631.2605,2478.7627
2020-10-12,6619.0365,4878.0715,7597.4757,7846.618,2541.7047,2231.8093,2731.1879,2555.7411
2020-10-13,6656.7745,4876.5758,7628.3539,7830.183,2552.3771,2236.5193,2751.2356,2550.5843
2020-10-14,6606.3646,4857.9638,7621.8641,7799.0883,2535.3965,2220.6154,2750.7633,2546.4114
2020-10-15,6577.4964,4872.7971,7543.5628,7794.6411,2520.1814,2211.777,2708.1938,2532.7852
2020-10-16,6542.5279,4902.3108,7500.0519,7795.524,2506.5585,2214.8879,2717.5209,2538.1694
2020-10-19,6476.1373,4891.3685,7393.4757,7747.1743,2482.6177,2196.7067,2695.3659,2516.3368
2020-10-20,6536.1175,4884.0848,7473.0229,7779.482,2499.6561,2206.491,2724.6764,2536.4158
2020-10-21,6522.2361,4931.4802,7396.787,7739.016,2455.0505,2181.5808,2672.198,2506.6688
2020-10-22,6494.915,4919.1523,7343.4321,7701.1987,2432.2751,2168.1321,2657.533,2499.2327
2020-10-23,6380.4862,4929.7521,7196.6899,7664.7373,2379.1976,2138.7002,2609.2941,2461.2964
2020-10-26,6356.7666,4875.1312,7220.049,7629.7639,2396.3196,2134.0276,2634.1649,2460.0888
2020-10-27,6386.0234,4847.373,7261.3842,7598.9385,2420.3378,2138.0277,2647.6588,2459.9593
2020-10-28,6450.254,4829.4634,7312.8847,7620.4154,2421.3735,2142.9046,2643.9805,2471.1639
2020-10-29,6537.1967,4836.783,7353.6305,7608.9107,2411.2294,2153.6755,2638.3051,2471.3711
2020-10-30,6440.8368,4784.7392,7203.8413,7447.5386,2355.8604,2110.5253,2552.3452,2396.1605
2020-11-02,6496.8517,4804.3875,7280.3734,7493.1909,2358.3719,2121.283,2560.292,2407.5018
2020-11-03,6549.6614,4866.3153,7358.9414,7621.4329,2405.7361,2156.3731,2601.8224,2441.9438
2020-11-04,6615.4928,4925.8365,7366.13,7626.4655,2395.0788,2160.9997,2600.126,2446.0309
2020-11-05,6719.5122,4988.3902,7504.7507,7759.6434,2441.0646,2192.3622,2647.7023,2487.9555
2020-11-06,6708.9973,5005.2683,7432.5324,7762.4186,2405.6205,2189.0955,2612.4438,2465.0237
2020-11-09,6836.2959,5066.6848,7543.5537,7914.5312,2464.4416,2221.5228,2689.2493,2502.9509
2020-11-10,6797.4539,5064.0918,7518.6089,7918.5537,2441.039,2208.5902,2640.0963,2476.089
2020-11-11,6726.5589,5092.2538,7422.2564,7938.2878,2383.5216,2213.2976,2598.3919,2473.0279
2020-11-12,6751.1279,5058.0551,7476.3333,7958.5147,2385.6333,2215.0419,2594.2015,2484.8616
2020-11-13,6671.2116,4981.1622,7457.8434,7882.6362,2392.63,2200.9287,2589.4034,2473.7728
2020-11-16,6743.9248,5042.2715,7563.4194,8085.7252,2400.3194,2261.0677,2605.3124,2521.7899
2020-11-17,6711.0432,5088.2558,7484.925,8105.9315,2364.4795,2253.2842,2558.9816,2508.0597
2020-11-18,6649.4882,5142.3311,7456.8091,8157.5892,2359.8077,2267.2683,2567.7984,2509.9665
2020-11-19,6735.2873,5154.5572,7478.2093,8120.1734,2380.2356,2257.3118,2588.1346,2512.2328
2020-11-20,6746.3235,5154.7272,7560.7939,8189.7406,2400.3586,2270.6739,2599.4811,2518.1112
2020-11-23,6827.1919,5235.0422,7624.4501,8306.7338,2403.3867,2314.1942,2605.6284,2534.164
2020-11-24,6766.3518,5198.8687,7606.3696,8294.6918,2410.2667,2304.9237,2609.3918,2520.4192
2020-11-25,6672.8131,5171.194,7417.8214,8131.5149,2371.5439,2260.0135,2563.5019,2469.8784
2020-11-26,6664.1345,5208.7527,7384.5265,8109.2708,2360.305,2242.9671,2546.3293,2456.8868
2020-11-27,6738.8409,5297.9629,7403.5545,8122.8487,2359.139,2243.6635,2542.8528,2454.7222
2020-11-30,6685.3626,5259.761,7354.6473,8048.9074,2351.2997,2231.6349,2531.3385,2439.2852
2020-12-01,6821.8355,5370.4564,7484.9867,8156.338,2387.279,2256.3673,2564.646,2466.5346
2020-12-02,6838.3686,5374.4754,7492.6582,8140.0049,2396.808,2262.2623,2570.9617,2463.9602
2020-12-03,6851.9151,5330.7302,7514.1388,8103.7695,2395.0201,2240.2449,2562.6941,2460.9308
2020-12-04,6909.7953,5282.2653,7549.9328,8096.4818,2425.3649,2239.8675,2572.7811,2462.8567
2020-12-07,6885.0529,5179.5698,7538.4512,8006.9992,2428.9339,2220.2859,2577.8602,2453.6083
2020-12-08,6859.3414,5145.5695,7556.7564,7985.6706,2421.9147,2211.6525,2585.0752,2448.068
2020-12-09,6768.2574,5106.405,7444.8649,7870.5124,2381.621,2169.9384,2533.0987,2408.3869
2020-12-10,6795.0933,5090.4066,7491.8317,7882.9676,2390.8513,2173.1184,2549.4365,2414.805
2020-12-11,6738.7845,5036.7756,7370.3231,7780.4798,2353.2579,2147.1529,2511.622,2387.7416
2020-12-14,6823.1915,5066.2692,7457.9032,7783.2015,2394.246,2154.3887,2550.0369,2403.8808
2020-12-15,6843.8547,5047.4354,7477.7309,7783.0,2406.6385,2161.456,2551.0374,2414.886
2020-12-16,6873.9599,5051.4366,7458.3627,7755.0346,2392.6745,2154.09,2518.8537,2394.6146
2020-12-17,6979.8206,5105.3529,7528.0696,7858.9146,2407.0412,2176.562,2535.6962,2421.7296
2020-12-18,6946.9262,5082.1476,7486.0791,7895.2546,2389.732,2190.0267,2532.9035,2422.0435
2020-12-21,7022.1065,5071.4705,7628.0244,7956.1773,2437.7803,2216.3802,2574.803,2447.7045
2020-12-22,6948.6226,4952.381,7454.6102,7738.3473,2388.6382,2154.7745,2523.2988,2394.2426
2020-12-23,6977.3893,4978.421,7526.7945,7789.313,2403.6682,2176.4951,2546.4882,2417.3489
2020-12-24,6976.3208,4980.3151,7442.5351,7689.0192,2369.9132,2163.6777,2493.4647,2379.0687
2020-12-25,7043.1974,5003.6298,7544.0167,7839.2693,2382.2169,2198.5788,2509.5792,2421.7544
2020-12-28,7082.1777,5025.9506,7516.3502,7817.7623,2371.3727,2196.7327,2476.2898,2406.7892
2020-12-29,7055.7863,5018.0774,7465.7719,7736.8859,2360.2504,2161.3862,2443.9675,2382.4347
2020-12-30,7173.5185,5036.7965,7561.6319,7771.8819,2373.7748,2171.1292,2457.5843,2401.7609
2020-12-31,7304.4627,5098.2843,7684.4763,7833.8934,2428.9231,2198.3911,2496.3011,2418.55
2021-01-04,7391.6501,5066.2935,7834.0663,7900.8056,2487.4476,2243.5065,2563.463,2458.3772
2021-01-05,7627.8021,5058.7257,7916.3013,7946.3798,2512.6786,2233.3699,2560.6082,2448.0991
2021-01-06,7735.6858,5143.6427,7968.4607,7990.5134,2499.1538,2230.3471,2532.0348,2427.7134
2021-01-07,7888.4723,5205.5884,8049.8472,8025.7177,2478.8649,2193.8024,2463.3603,2367.2562
2021-01-08,7819.4765,5251.7031,8033.0993,8072.4946,2457.8349,2184.0188,2442.7191,2355.2573
2021-01-11,7710.3941,5252.2062,7949.7541,7950.6295,2449.7866,2145.4169,2384.7585,2292.8291
2021-01-12,7935.0456,5363.2314,8075.1035,8037.6998,2491.5772,2166.4271,2405.4939,2302.5687
2021-01-13,7911.4741,5405.7504,7996.0202,8036.6802,2500.6158,2161.5803,2362.7305,2276.6701
2021-01-14,7714.2341,5373.8349,7925.756,7993.5704,2499.1765,2158.9173,2356.0499,2272.0484
2021-01-15,7654.025,5423.1728,7854.9558,7969.9552,2496.303,2175.0488,2394.2576,2304.5605
2021-01-18,7733.0216,5498.199,8011.2181,8116.4745,2555.8607,2202.1038,2447.4069,2341.3647
2021-01-19,7609.4689,5466.9964,7944.7464,8121.6455,2521.1813,2196.7349,2448.4692,2358.4121
2021-01-20,7706.4932,5424.4716,8062.3966,8122.8578,2562.054,2191.9089,2462.9005,2353.5433
2021-01-21,7873.9428,5457.3054,8226.3587,8195.8815,2606.1333,2222.8165,2492.9796,2358.4991
