kind,rep,scheme,p_maxT,p_minP
regime,311,full_group,0.742,0.29
regime,312,restricted,0.062,0.026
regime,312,full_group,0.058,0.03
regime,313,restricted,0.626,0.466
regime,313,full_group,0.654,0.478
regime,314,restricted,0.356,0.49
regime,314,full_group,0.386,0.512
regime,315,restricted,0.862,0.58
regime,315,full_group,0.868,0.558
regime,316,restricted,0.396,0.418
regime,316,full_group,0.404,0.472
regime,317,restricted,0.44,0.686
regime,317,full_group,0.468,0.73
regime,318,restricted,0.318,0.208
regime,318,full_group,0.374,0.268
regime,319,restricted,0.07,0.156
regime,319,full_group,0.112,0.298
regime,320,restricted,0.61,0.492
regime,320,full_group,0.652,0.602
regime,321,restricted,0.306,0.342
regime,321,full_group,0.35,0.552
regime,322,restricted,0.778,0.274
regime,322,full_group,0.778,0.252
regime,323,restricted,0.548,0.446
regime,323,full_group,0.598,0.428
regime,324,restricted,0.192,0.046
regime,324,full_group,0.222,0.086
regime,325,restricted,0.016,0.026
regime,325,full_group,0.012,0.028
regime,326,restricted,0.056,0.076
regime,326,full_group,0.07,0.164
regime,327,restricted,0.568,0.036
regime,327,full_group,0.576,0.056
regime,328,restricted,0.198,0.028
regime,328,full_group,0.216,0.154
regime,329,restricted,0.166,0.304
regime,329,full_group,0.154,0.316
regime,330,restricted,0.47,0.302
regime,330,full_group,0.518,0.372
regime,331,restricted,0.004,0.022
regime,331,full_group,0.01,0.09
regime,332,restricted,0.086,0.022
regime,332,full_group,0.122,0.024
regime,333,restricted,0.172,0.138
regime,333,full_group,0.204,0.162
regime,334,restricted,0.508,0.336
regime,334,full_group,0.512,0.43
regime,335,restricted,0.002,0.018
regime,335,full_group,0.002,0.022
regime,336,restricted,0.386,0.09
regime,336,full_group,0.392,0.024
regime,337,restricted,0.132,0.106
regime,337,full_group,0.106,0.082
regime,338,restricted,0.066,0.022
regime,338,full_group,0.08,0.054
regime,339,restricted,0.444,0.446
regime,339,full_group,0.404,0.524
regime,340,restricted,0.392,0.74
regime,340,full_group,0.356,0.702
regime,341,restricted,0.42,0.254
regime,341,full_group,0.478,0.27
regime,342,restricted,0.058,0.028
regime,342,full_group,0.074,0.024
regime,343,restricted,0.246,0.452
regime,343,full_group,0.26,0.496
regime,344,restricted,0.126,0.042
regime,344,full_group,0.134,0.046
regime,345,restricted,0.08,0.256
regime,345,full_group,0.078,0.206
regime,346,restricted,0.324,0.236
regime,346,full_group,0.344,0.14
regime,347,restricted,0.154,0.034
regime,347,full_group,0.134,0.084
regime,348,restricted,0.77,0.84
regime,348,full_group,0.82,0.884
regime,349,restricted,0.588,0.908
regime,349,full_group,0.648,0.928
regime,350,restricted,0.042,0.112
regime,350,full_group,0.058,0.176
regime,351,restricted,0.376,0.45
regime,351,full_group,0.408,0.448
regime,352,restricted,0.58,0.272
regime,352,full_group,0.586,0.384
regime,353,restricted,0.576,0.494
regime,353,full_group,0.582,0.456
regime,354,restricted,0.024,0.124
regime,354,full_group,0.036,0.146
regime,355,restricted,0.872,0.48
regime,355,full_group,0.844,0.344
regime,356,restricted,0.602,0.43
regime,356,full_group,0.642,0.49
regime,357,restricted,0.454,0.836
regime,357,full_group,0.498,0.844
regime,358,restricted,0.004,0.026
regime,358,full_group,0.006,0.036
regime,359,restricted,0.048,0.144
regime,359,full_group,0.048,0.174
regime,360,restricted,0.41,0.286
regime,360,full_group,0.424,0.208
regime,361,restricted,0.082,0.078
regime,361,full_group,0.112,0.122
regime,362,restricted,0.442,0.204
regime,362,full_group,0.486,0.22
regime,363,restricted,0.232,0.09
regime,363,full_group,0.242,0.14
regime,364,restricted,0.366,0.314
regime,364,full_group,0.41,0.312
regime,365,restricted,0.84,0.77
regime,365,full_group,0.858,0.738
regime,366,restricted,0.038,0.02
regime,366,full_group,0.024,0.06
regime,367,restricted,0.254,0.622
regime,367,full_group,0.288,0.52
regime,368,restricted,0.012,0.03
regime,368,full_group,0.034,0.096
regime,369,restricted,0.116,0.16
regime,369,full_group,0.138,0.138
regime,370,restricted,0.138,0.246
regime,370,full_group,0.146,0.382
regime,371,restricted,0.306,0.652
regime,371,full_group,0.29,0.624
regime,372,restricted,0.598,0.59
regime,372,full_group,0.57,0.606
regime,373,restricted,0.874,0.522
regime,373,full_group,0.852,0.566
regime,374,restricted,0.642,0.662
regime,374,full_group,0.662,0.65
regime,375,restricted,0.954,0.762
regime,375,full_group,0.972,0.872
regime,376,restricted,0.312,0.444
regime,376,full_group,0.338,0.512
regime,377,restricted,0.418,0.818
regime,377,full_group,0.414,0.866
regime,378,restricted,0.02,0.124
regime,378,full_group,0.032,0.172
regime,379,restricted,0.572,0.812
regime,379,full_group,0.562,0.824
regime,380,restricted,0.13,0.026
regime,380,full_group,0.176,0.078
regime,381,restricted,0.338,0.502
regime,381,full_group,0.382,0.528
regime,382,restricted,0.072,0.152
regime,382,full_group,0.064,0.162
regime,383,restricted,0.03,0.114
regime,383,full_group,0.056,0.076
regime,384,restricted,0.404,0.618
regime,384,full_group,0.414,0.686
regime,385,restricted,0.772,0.974
regime,385,full_group,0.78,0.962
regime,386,restricted,0.062,0.164
regime,386,full_group,0.094,0.256
regime,387,restricted,0.54,0.108
regime,387,full_group,0.588,0.116
regime,388,restricted,0.05,0.016
regime,388,full_group,0.068,0.052
regime,389,restricted,0.004,0.024
regime,389,full_group,0.008,0.048
regime,390,restricted,0.096,0.168
regime,390,full_group,0.122,0.244
regime,391,restricted,0.272,0.396
regime,391,full_group,0.326,0.476
regime,392,restricted,0.43,0.154
regime,392,full_group,0.436,0.138
regime,393,restricted,0.25,0.174
regime,393,full_group,0.218,0.274
regime,394,restricted,0.69,0.854
regime,394,full_group,0.654,0.826
regime,395,restricted,0.032,0.118
regime,395,full_group,0.056,0.146
regime,396,restricted,0.326,0.036
regime,396,full_group,0.32,0.114
regime,397,restricted,0.818,0.484
regime,397,full_group,0.806,0.512
regime,398,restricted,0.132,0.444
regime,398,full_group,0.154,0.58
regime,399,restricted,0.138,0.442
regime,399,full_group,0.132,0.438
