ts_code,effective_date,planned_action,reason,total_shares,available_date,source,old_total_shares,old_par_value,old_available_date,old_source,old_quality_flag,old_updated_at
300442.SZ,2023-11-30,INSERT,no canonical row for this key,1720577649,2023-11-30,wind_total_shares_month_end,,,,,,
600097.SH,2013-05-31,INSERT,no canonical row for this key,202597901,2013-05-31,wind_total_shares_month_end,,,,,,
600097.SH,2017-12-29,INSERT,no canonical row for this key,240936559,2017-12-29,wind_total_shares_month_end,,,,,,
600179.SH,2013-05-31,INSERT,no canonical row for this key,390000000,2013-05-31,wind_total_shares_month_end,,,,,,
600179.SH,2016-07-29,INSERT,no canonical row for this key,965709779,2016-07-29,wind_total_shares_month_end,,,,,,
600179.SH,2016-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1062128511,2016-09-30,wind_total_shares_month_end,,,2016-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600179.SH,2018-05-31,INSERT,no canonical row for this key,1486979915,2018-05-31,wind_total_shares_month_end,,,,,,
600179.SH,2020-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4364286051,2020-12-31,wind_total_shares_month_end,,,2021-04-20,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600179.SH,2022-11-30,INSERT,no canonical row for this key,4231526979,2022-11-30,wind_total_shares_month_end,,,,,,
600217.SH,2013-05-31,INSERT,no canonical row for this key,660800000,2013-05-31,wind_total_shares_month_end,,,,,,
600217.SH,2015-05-29,INSERT,no canonical row for this key,1341587523,2015-05-29,wind_total_shares_month_end,,,,,,
600217.SH,2017-04-28,INSERT,no canonical row for this key,1411336529,2017-04-28,wind_total_shares_month_end,,,,,,
600217.SH,2017-12-29,INSERT,no canonical row for this key,1388659782,2017-12-29,wind_total_shares_month_end,,,,,,
600233.SH,2013-05-31,INSERT,no canonical row for this key,165000000,2013-05-31,wind_total_shares_month_end,,,,,,
600233.SH,2016-04-29,INSERT,no canonical row for this key,330000000,2016-04-29,wind_total_shares_month_end,,,,,,
600233.SH,2016-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,2821229621,2016-09-30,wind_total_shares_month_end,,,2016-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600233.SH,2017-11-30,INSERT,no canonical row for this key,2825477587,2017-11-30,wind_total_shares_month_end,,,,,,
600233.SH,2018-05-31,INSERT,no canonical row for this key,2830771222,2018-05-31,wind_total_shares_month_end,,,,,,
600233.SH,2018-12-28,INSERT,no canonical row for this key,2828647251,2018-12-28,wind_total_shares_month_end,,,,,,
600233.SH,2019-01-31,INSERT,no canonical row for this key,2828454385,2019-01-31,wind_total_shares_month_end,,,,,,
600233.SH,2019-05-31,INSERT,no canonical row for this key,2828460341,2019-05-31,wind_total_shares_month_end,,,,,,
600233.SH,2019-07-31,INSERT,no canonical row for this key,2836270281,2019-07-31,wind_total_shares_month_end,,,,,,
600233.SH,2019-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,2843151300,2019-09-30,wind_total_shares_month_end,,,2019-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600233.SH,2019-11-29,INSERT,no canonical row for this key,2842647090,2019-11-29,wind_total_shares_month_end,,,,,,
600233.SH,2019-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,2842930394,2019-12-31,wind_total_shares_month_end,,,2020-04-29,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600233.SH,2020-01-23,INSERT,no canonical row for this key,2842571478,2020-01-23,wind_total_shares_month_end,,,,,,
600233.SH,2020-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,3164456588,2020-03-31,wind_total_shares_month_end,,,2020-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600233.SH,2020-07-31,INSERT,no canonical row for this key,3159830675,2020-07-31,wind_total_shares_month_end,,,,,,
600233.SH,2021-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,3159830686,2021-09-30,wind_total_shares_month_end,,,2021-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600233.SH,2021-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,3435027509,2021-12-31,wind_total_shares_month_end,,,2022-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600233.SH,2022-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,3435617454,2022-03-31,wind_total_shares_month_end,,,2022-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600233.SH,2022-05-31,INSERT,no canonical row for this key,3436099454,2022-05-31,wind_total_shares_month_end,,,,,,
600233.SH,2022-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,3436146954,2022-06-30,wind_total_shares_month_end,,,2022-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600233.SH,2022-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,3440652173,2022-09-30,wind_total_shares_month_end,,,2022-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600233.SH,2023-01-31,INSERT,no canonical row for this key,3441322995,2023-01-31,wind_total_shares_month_end,,,,,,
600233.SH,2023-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,3441710237,2023-03-31,wind_total_shares_month_end,,,2023-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600233.SH,2023-05-31,INSERT,no canonical row for this key,3442225454,2023-05-31,wind_total_shares_month_end,,,,,,
600398.SH,2013-05-31,INSERT,no canonical row for this key,646604078,2013-05-31,wind_total_shares_month_end,,,,,,
600398.SH,2014-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4492757924,2014-03-31,wind_total_shares_month_end,,,2014-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600398.SH,2019-04-30,INSERT,no canonical row for this key,4492788868,2019-04-30,wind_total_shares_month_end,,,,,,
600398.SH,2019-05-31,INSERT,no canonical row for this key,4492796121,2019-05-31,wind_total_shares_month_end,,,,,,
600398.SH,2019-06-28,INSERT,no canonical row for this key,4420004914,2019-06-28,wind_total_shares_month_end,,,,,,
600398.SH,2019-07-31,INSERT,no canonical row for this key,4420006660,2019-07-31,wind_total_shares_month_end,,,,,,
600398.SH,2019-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4420010735,2019-09-30,wind_total_shares_month_end,,,2019-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600398.SH,2019-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4420012481,2019-12-31,wind_total_shares_month_end,,,2020-04-29,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600398.SH,2020-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4420015805,2020-03-31,wind_total_shares_month_end,,,2020-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600398.SH,2020-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4420016636,2020-06-30,wind_total_shares_month_end,,,2020-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600398.SH,2020-08-31,INSERT,no canonical row for this key,4319588960,2020-08-31,wind_total_shares_month_end,,,,,,
600398.SH,2020-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4319589640,2020-09-30,wind_total_shares_month_end,,,2020-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600398.SH,2020-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4319592192,2020-12-31,wind_total_shares_month_end,,,2021-04-28,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600398.SH,2021-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4319593128,2021-03-31,wind_total_shares_month_end,,,2021-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600398.SH,2021-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4319599916,2021-06-30,wind_total_shares_month_end,,,2021-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600398.SH,2021-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4319602472,2021-09-30,wind_total_shares_month_end,,,2021-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600398.SH,2021-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4319602756,2021-12-31,wind_total_shares_month_end,,,2022-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600398.SH,2022-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4319605170,2022-03-31,wind_total_shares_month_end,,,2022-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600398.SH,2022-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4319605902,2022-06-30,wind_total_shares_month_end,,,2022-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600398.SH,2022-09-30,INSERT,no canonical row for this key,4319607279,2022-09-30,wind_total_shares_month_end,,,,,,
600398.SH,2023-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4319607585,2023-03-31,wind_total_shares_month_end,,,2023-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600398.SH,2023-10-31,INSERT,no canonical row for this key,4319772008,2023-10-31,wind_total_shares_month_end,,,,,,
600483.SH,2013-05-31,INSERT,no canonical row for this key,288483712,2013-05-31,wind_total_shares_month_end,,,,,,
600483.SH,2014-07-31,INSERT,no canonical row for this key,1258347323,2014-07-31,wind_total_shares_month_end,,,,,,
600483.SH,2016-01-29,INSERT,no canonical row for this key,1551825574,2016-01-29,wind_total_shares_month_end,,,,,,
600483.SH,2019-07-31,INSERT,no canonical row for this key,1551831096,2019-07-31,wind_total_shares_month_end,,,,,,
600483.SH,2019-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1551832157,2019-09-30,wind_total_shares_month_end,,,2019-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600483.SH,2019-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1551833806,2019-12-31,wind_total_shares_month_end,,,2020-04-29,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600483.SH,2020-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1551834745,2020-03-31,wind_total_shares_month_end,,,2020-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600483.SH,2020-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1760375824,2020-06-30,wind_total_shares_month_end,,,2020-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600483.SH,2020-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1760376808,2020-09-30,wind_total_shares_month_end,,,2020-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600483.SH,2021-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1785226528,2021-03-31,wind_total_shares_month_end,,,2021-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600483.SH,2021-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1868775093,2021-06-30,wind_total_shares_month_end,,,2021-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600483.SH,2021-07-30,INSERT,no canonical row for this key,1868904151,2021-07-30,wind_total_shares_month_end,,,,,,
600483.SH,2021-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1908392357,2021-09-30,wind_total_shares_month_end,,,2021-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600483.SH,2021-10-29,INSERT,no canonical row for this key,1917473110,2021-10-29,wind_total_shares_month_end,,,,,,
600483.SH,2021-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1954540075,2021-12-31,wind_total_shares_month_end,,,2022-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600483.SH,2022-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1954546692,2022-03-31,wind_total_shares_month_end,,,2022-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600483.SH,2022-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1954565789,2022-06-30,wind_total_shares_month_end,,,2022-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600483.SH,2022-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1954566310,2022-09-30,wind_total_shares_month_end,,,2022-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600483.SH,2023-01-31,INSERT,no canonical row for this key,1954569056,2023-01-31,wind_total_shares_month_end,,,,,,
600483.SH,2023-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1954569186,2023-03-31,wind_total_shares_month_end,,,2023-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600483.SH,2023-05-31,INSERT,no canonical row for this key,1954571408,2023-05-31,wind_total_shares_month_end,,,,,,
600483.SH,2023-07-31,INSERT,no canonical row for this key,2540942830,2023-07-31,wind_total_shares_month_end,,,,,,
600483.SH,2023-10-31,INSERT,no canonical row for this key,2540943727,2023-10-31,wind_total_shares_month_end,,,,,,
600566.SH,2013-05-31,INSERT,no canonical row for this key,138200400,2013-05-31,wind_total_shares_month_end,,,,,,
600566.SH,2013-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,749024701,2013-12-31,wind_total_shares_month_end,,,2014-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600566.SH,2014-02-28,INSERT,no canonical row for this key,781454701,2014-02-28,wind_total_shares_month_end,,,,,,
600566.SH,2016-05-31,INSERT,no canonical row for this key,809623999,2016-05-31,wind_total_shares_month_end,,,,,,
600566.SH,2018-05-31,INSERT,no canonical row for this key,809734489,2018-05-31,wind_total_shares_month_end,,,,,,
600566.SH,2018-07-31,INSERT,no canonical row for this key,814335561,2018-07-31,wind_total_shares_month_end,,,,,,
600566.SH,2018-10-31,INSERT,no canonical row for this key,814817208,2018-10-31,wind_total_shares_month_end,,,,,,
600566.SH,2019-01-31,INSERT,no canonical row for this key,814817354,2019-01-31,wind_total_shares_month_end,,,,,,
600566.SH,2019-04-30,INSERT,no canonical row for this key,814909009,2019-04-30,wind_total_shares_month_end,,,,,,
600566.SH,2019-05-31,INSERT,no canonical row for this key,814921742,2019-05-31,wind_total_shares_month_end,,,,,,
600566.SH,2019-07-31,INSERT,no canonical row for this key,814921767,2019-07-31,wind_total_shares_month_end,,,,,,
600566.SH,2019-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,814922124,2019-09-30,wind_total_shares_month_end,,,2019-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600566.SH,2019-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,814922174,2019-12-31,wind_total_shares_month_end,,,2020-04-29,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600566.SH,2020-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,814925805,2020-03-31,wind_total_shares_month_end,,,2020-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600566.SH,2020-04-30,INSERT,no canonical row for this key,814925844,2020-04-30,wind_total_shares_month_end,,,,,,
600566.SH,2020-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,814927365,2020-09-30,wind_total_shares_month_end,,,2020-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600566.SH,2020-10-30,INSERT,no canonical row for this key,888257259,2020-10-30,wind_total_shares_month_end,,,,,,
600566.SH,2021-04-30,INSERT,no canonical row for this key,888257887,2021-04-30,wind_total_shares_month_end,,,,,,
600566.SH,2021-05-31,INSERT,no canonical row for this key,888257969,2021-05-31,wind_total_shares_month_end,,,,,,
600566.SH,2021-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,888258011,2021-06-30,wind_total_shares_month_end,,,2021-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600566.SH,2021-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,888259075,2021-09-30,wind_total_shares_month_end,,,2021-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600566.SH,2021-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,888273021,2021-12-31,wind_total_shares_month_end,,,2022-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600566.SH,2022-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,888276131,2022-03-31,wind_total_shares_month_end,,,2022-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600566.SH,2022-05-31,INSERT,no canonical row for this key,888279075,2022-05-31,wind_total_shares_month_end,,,,,,
600566.SH,2022-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,888281891,2022-06-30,wind_total_shares_month_end,,,2022-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600566.SH,2022-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,894361479,2022-09-30,wind_total_shares_month_end,,,2022-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600566.SH,2022-10-31,INSERT,no canonical row for this key,902794486,2022-10-31,wind_total_shares_month_end,,,,,,
600566.SH,2022-11-30,INSERT,no canonical row for this key,921822160,2022-11-30,wind_total_shares_month_end,,,,,,
600566.SH,2023-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,922418160,2023-06-30,wind_total_shares_month_end,,,2023-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600566.SH,2023-07-31,INSERT,no canonical row for this key,921716660,2023-07-31,wind_total_shares_month_end,,,,,,
600566.SH,2023-08-31,INSERT,no canonical row for this key,921996660,2023-08-31,wind_total_shares_month_end,,,,,,
600566.SH,2023-11-30,INSERT,no canonical row for this key,921806660,2023-11-30,wind_total_shares_month_end,,,,,,
600567.SH,2013-05-31,INSERT,no canonical row for this key,1586016989,2013-05-31,wind_total_shares_month_end,,,,,,
600567.SH,2013-08-30,INSERT,no canonical row for this key,3176733412,2013-08-30,wind_total_shares_month_end,,,,,,
600567.SH,2013-11-29,INSERT,no canonical row for this key,3766939612,2013-11-29,wind_total_shares_month_end,,,,,,
600567.SH,2016-07-29,INSERT,no canonical row for this key,4551253337,2016-07-29,wind_total_shares_month_end,,,,,,
600567.SH,2018-01-31,INSERT,no canonical row for this key,4570313337,2018-01-31,wind_total_shares_month_end,,,,,,
600567.SH,2018-08-31,INSERT,no canonical row for this key,4570655837,2018-08-31,wind_total_shares_month_end,,,,,,
600567.SH,2019-01-31,INSERT,no canonical row for this key,4584584837,2019-01-31,wind_total_shares_month_end,,,,,,
600567.SH,2019-07-31,INSERT,no canonical row for this key,4584706679,2019-07-31,wind_total_shares_month_end,,,,,,
600567.SH,2019-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4584711167,2019-09-30,wind_total_shares_month_end,,,2019-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600567.SH,2019-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4584723439,2019-12-31,wind_total_shares_month_end,,,2020-04-29,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600567.SH,2020-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4595524644,2020-03-31,wind_total_shares_month_end,,,2020-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600567.SH,2020-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4595545854,2020-06-30,wind_total_shares_month_end,,,2020-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600567.SH,2020-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4595590029,2020-09-30,wind_total_shares_month_end,,,2020-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600567.SH,2020-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4595602408,2020-12-31,wind_total_shares_month_end,,,2021-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600567.SH,2021-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4615900635,2021-03-31,wind_total_shares_month_end,,,2021-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600567.SH,2021-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4615929240,2021-06-30,wind_total_shares_month_end,,,2021-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600567.SH,2021-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4616156375,2021-09-30,wind_total_shares_month_end,,,2021-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600567.SH,2021-11-30,INSERT,no canonical row for this key,4616164274,2021-11-30,wind_total_shares_month_end,,,,,,
600567.SH,2021-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4616166707,2021-12-31,wind_total_shares_month_end,,,2022-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600567.SH,2022-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4616175806,2022-03-31,wind_total_shares_month_end,,,2022-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600567.SH,2022-05-31,INSERT,no canonical row for this key,4616176112,2022-05-31,wind_total_shares_month_end,,,,,,
600567.SH,2022-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4616177365,2022-06-30,wind_total_shares_month_end,,,2022-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600567.SH,2022-07-29,INSERT,no canonical row for this key,4616178633,2022-07-29,wind_total_shares_month_end,,,,,,
600567.SH,2022-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4616178950,2022-09-30,wind_total_shares_month_end,,,2022-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600567.SH,2023-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4616194779,2023-03-31,wind_total_shares_month_end,,,2023-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600567.SH,2023-05-31,INSERT,no canonical row for this key,4470565176,2023-05-31,wind_total_shares_month_end,,,,,,
600567.SH,2023-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,4470566008,2023-06-30,wind_total_shares_month_end,,,2023-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600567.SH,2023-10-31,INSERT,no canonical row for this key,4470566851,2023-10-31,wind_total_shares_month_end,,,,,,
600603.SH,2013-05-31,INSERT,no canonical row for this key,194641920,2013-05-31,wind_total_shares_month_end,,,,,,
600603.SH,2016-12-30,INSERT,no canonical row for this key,523755844,2016-12-30,wind_total_shares_month_end,,,,,,
600603.SH,2017-04-28,INSERT,no canonical row for this key,627767731,2017-04-28,wind_total_shares_month_end,,,,,,
600603.SH,2017-09-29,INSERT,no canonical row for this key,878874823,2017-09-29,wind_total_shares_month_end,,,,,,
600603.SH,2018-05-31,INSERT,no canonical row for this key,1230424752,2018-05-31,wind_total_shares_month_end,,,,,,
600603.SH,2018-07-31,INSERT,no canonical row for this key,1253524752,2018-07-31,wind_total_shares_month_end,,,,,,
600603.SH,2018-12-28,INSERT,no canonical row for this key,1252704752,2018-12-28,wind_total_shares_month_end,,,,,,
600603.SH,2019-05-31,INSERT,no canonical row for this key,1255826752,2019-05-31,wind_total_shares_month_end,,,,,,
600603.SH,2019-07-31,INSERT,no canonical row for this key,1254766752,2019-07-31,wind_total_shares_month_end,,,,,,
600603.SH,2020-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1259896247,2020-03-31,wind_total_shares_month_end,,,2020-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600603.SH,2020-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1257026847,2020-09-30,wind_total_shares_month_end,,,2020-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600603.SH,2021-12-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1256952847,2021-12-31,wind_total_shares_month_end,,,2022-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600603.SH,2022-04-29,INSERT,no canonical row for this key,1253034847,2022-04-29,wind_total_shares_month_end,,,,,,
600603.SH,2022-06-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,1254820847,2022-06-30,wind_total_shares_month_end,,,2022-08-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600603.SH,2023-05-31,INSERT,no canonical row for this key,1230550151,2023-05-31,wind_total_shares_month_end,,,,,,
600629.SH,2013-05-31,INSERT,no canonical row for this key,347999813,2013-05-31,wind_total_shares_month_end,,,,,,
600629.SH,2015-09-30,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,359060190,2015-09-30,wind_total_shares_month_end,,,2015-10-31,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600629.SH,2017-03-31,UPGRADE_PAR_UNKNOWN,empty par_unknown placeholder,432208132,2017-03-31,wind_total_shares_month_end,,,2017-04-30,csmar_a003101000,par_unknown,2026-07-27 13:56:42.179781+08:00
600629.SH,2019-03-29,INSERT,no canonical row for this key,445127532,2019-03-29,wind_total_shares_month_end,,,,,,
600629.SH,2019-06-28,INSERT,no canonical row for this key,534153038,2019-06-28,wind_total_shares_month_end,,,,,,
600629.SH,2020-10-30,INSERT,no canonical row for this key,533901758,2020-10-30,wind_total_shares_month_end,,,,,,
600629.SH,2021-03-31,INSERT,no canonical row for this key,533834556,2021-03-31,wind_total_shares_month_end,,,,,,
600629.SH,2021-06-30,INSERT,no canonical row for this key,528523891,2021-06-30,wind_total_shares_month_end,,,,,,
600629.SH,2021-07-30,INSERT,no canonical row for this key,634228669,2021-07-30,wind_total_shares_month_end,,,,,,
600629.SH,2021-11-30,INSERT,no canonical row for this key,634209612,2021-11-30,wind_total_shares_month_end,,,,,,
600629.SH,2022-03-31,INSERT,no canonical row for this key,655941412,2022-03-31,wind_total_shares_month_end,,,,,,
600629.SH,2022-04-29,INSERT,no canonical row for this key,809179745,2022-04-29,wind_total_shares_month_end,,,,,,
600629.SH,2022-06-30,INSERT,no canonical row for this key,809149263,2022-06-30,wind_total_shares_month_end,,,,,,
600629.SH,2022-07-29,INSERT,no canonical row for this key,970979116,2022-07-29,wind_total_shares_month_end,,,,,,
600629.SH,2022-12-30,INSERT,no canonical row for this key,970942828,2022-12-30,wind_total_shares_month_end,,,,,,
600629.SH,2023-06-30,INSERT,no canonical row for this key,970737119,2023-06-30,wind_total_shares_month_end,,,,,,
600629.SH,2023-07-31,INSERT,no canonical row for this key,970556038,2023-07-31,wind_total_shares_month_end,,,,,,
600666.SH,2013-05-31,INSERT,no canonical row for this key,290146298,2013-05-31,wind_total_shares_month_end,,,,,,
600666.SH,2015-05-29,INSERT,no canonical row for this key,740668644,2015-05-29,wind_total_shares_month_end,,,,,,
