pit_policy,formation_date,scope,input_n,size_excluded_n,model_excluded_n,size_n,model_n,m_orthogonality_error,s_orthogonality_error,h_orthogonality_error,max_orthogonality_error,data_exempt_names,data_exempt_share,data_materiality_threshold,q500,q1000,qblend,unverified_first_disclosure_model_rows,unverified_first_disclosure_dependencies_json
legal_deadline_plus_one_month_end,2023-01-31,exposure,4911,167,1392,4744,3519,6.560170011077048e-16,8.125301156377956e-16,2.978596145550444e-16,8.125301156377956e-16,0,0.0,0.0025,-1.1882910802807716,-0.43396722537299004,-0.8111291528268808,0,[]
legal_deadline_plus_one_month_end,2023-02-28,exposure,4925,139,1407,4786,3518,7.806593662045573e-16,6.13595268800543e-16,3.122032164629371e-16,7.806593662045573e-16,0,0.0,0.0025,-1.2046461014659982,-0.43521598102658104,-0.8199310412462896,0,[]
legal_deadline_plus_one_month_end,2023-03-31,exposure,4947,122,1432,4825,3515,8.612625135521399e-16,7.343238998105207e-16,1.4586437969712503e-16,8.612625135521399e-16,0,0.0,0.0025,-1.2361513339309287,-0.4376519576976876,-0.8369016458143081,0,[]
legal_deadline_plus_one_month_end,2023-04-28,exposure,4973,129,1423,4844,3550,5.114619847969428e-16,5.342493650490512e-16,1.3073216001308209e-16,5.342493650490512e-16,0,0.0,0.0025,-1.2166161919966014,-0.4546889100942002,-0.8356525510454008,0,[]
legal_deadline_plus_one_month_end,2023-05-31,exposure,4995,124,1437,4871,3558,5.596670953676591e-16,1.010034939906374e-15,1.6702929671763063e-16,1.010034939906374e-15,0,0.0,0.0025,-1.22692541005272,-0.4403666071308826,-0.8336460085918014,0,[]
legal_deadline_plus_one_month_end,2023-06-30,exposure,5021,131,1470,4890,3551,6.241023890874325e-16,1.5634132489379839e-15,2.549538821980255e-16,1.5634132489379839e-15,0,0.0,0.0025,-1.3015739875551158,-0.46088847216524353,-0.8812312298601797,0,[]
legal_deadline_plus_one_month_end,2023-07-31,exposure,5031,156,1498,4875,3533,8.007178822493031e-16,1.0158056390165711e-15,2.4751341029599775e-16,1.0158056390165711e-15,1,0.00020508613617719443,0.0025,-1.3006451508128158,-0.45396277707383315,-0.8773039639433244,0,[]
legal_deadline_plus_one_month_end,2023-08-31,exposure,5050,164,1478,4886,3572,3.843900641318514e-16,1.2701930534645184e-15,2.4372791970344095e-16,1.2701930534645184e-15,0,0.0,0.0025,-1.307192265745936,-0.4235778067898205,-0.8653850362678783,0,[]
legal_deadline_plus_one_month_end,2023-09-28,exposure,5065,158,1493,4907,3572,7.032659982167419e-16,1.6163916684945198e-15,2.5385696679389913e-16,1.6163916684945198e-15,0,0.0,0.0025,-1.292540778037369,-0.4267425833190709,-0.8596416806782199,0,[]
legal_deadline_plus_one_month_end,2023-10-31,exposure,5072,138,1366,4934,3706,4.893825382827115e-16,1.1621348596494437e-15,2.4503729671360426e-16,1.1621348596494437e-15,0,0.0,0.0025,-1.2822672856940298,-0.4183856309019578,-0.8503264582979938,0,[]
legal_deadline_plus_one_month_end,2023-11-30,exposure,5081,119,1375,4962,3706,6.539233189272811e-16,1.6782137199747557e-15,4.2971743664907766e-16,1.6782137199747557e-15,0,0.0,0.0025,-1.2683708373658527,-0.416354360941138,-0.8423625991534953,0,[]
legal_deadline_plus_one_month_end,2023-12-29,exposure,5096,105,1390,4991,3706,4.786353890850137e-16,1.0625226622191443e-15,1.7691360748783514e-16,1.0625226622191443e-15,0,0.0,0.0025,-1.3473194572793592,-0.45357032732857117,-0.9004448923039652,0,[]
