Date,沪深300成长,沪深300价值,中证500成长,中证500价值,中证1000成长,中证1000价值,中证2000成长,中证2000价值,创业板成长,创业板价值,科创成长,科创价值
2016-11-25,3750.4145,4047.616,7136.3633,8588.9898,3074.8786,2570.7413,3271.372,2983.8951,3165.058,3373.14,,
2016-11-28,3755.4989,4064.5627,7138.9778,8647.5493,3079.3874,2577.3246,3256.1146,2989.6616,3160.412,3362.356,,
2016-11-29,3782.8863,4111.0408,7108.2392,8580.2827,3051.0248,2549.0938,3206.604,2948.8232,3153.721,3341.396,,
2016-11-30,3755.6145,4074.2243,7106.0274,8496.1709,3055.8328,2528.5575,3201.0878,2934.3314,3183.338,3364.275,,
2016-12-1,3773.9135,4110.9767,7116.4431,8590.9415,3075.3815,2542.9239,3213.5205,2961.1905,3182.417,3364.461,,
2016-12-2,3737.8534,4077.3565,7026.8182,8456.6994,3028.001,2508.4194,3143.3896,2904.873,3131.31,3311.004,,
2016-12-5,3685.713,3998.9826,7010.0478,8398.6309,3015.6832,2487.4643,3131.3984,2880.6238,3130.44,3313.604,,
2016-12-6,3676.2898,3983.6572,7018.6469,8400.2141,3022.6069,2496.0354,3143.1256,2888.6301,3092.701,3306.544,,
2016-12-7,3689.1835,3989.157,7070.5977,8492.7159,3053.026,2529.161,3179.3434,2928.6117,3113.75,3341.461,,
2016-12-8,3690.8013,3993.1946,7045.5894,8455.8918,3031.353,2521.1828,3158.0139,2917.4623,3079.062,3310.354,,
2016-12-9,3717.6265,4045.6649,7021.5347,8462.0337,3017.3438,2522.6506,3144.1783,2904.2234,3054.92,3288.241,,
2016-12-12,3642.5781,3981.3256,6764.873,8142.5294,2858.8069,2419.9807,2955.2587,2766.9515,2892.034,3118.784,,
2016-12-13,3625.0697,3963.5097,6789.1407,8175.3948,2864.4138,2441.9524,2976.5986,2792.6572,2895.536,3137.341,,
2016-12-14,3603.5974,3934.7525,6733.8298,8134.1959,2836.8162,2435.1249,2955.5785,2785.8761,2865.403,3101.404,,
2016-12-15,3547.7242,3855.3744,6775.3129,8168.1897,2871.3025,2451.564,2990.6394,2816.4551,2885.274,3116.319,,
2016-12-16,3553.6285,3857.4764,6836.5881,8208.6012,2900.8712,2467.6733,3036.295,2842.9975,2919.971,3160.433,,
2016-12-19,3530.656,3835.9744,6829.6596,8223.0653,2893.2205,2473.0635,3034.7899,2855.8954,2899.4277,3141.4712,,
2016-12-20,3507.1503,3807.51,6812.9363,8180.926,2897.313,2462.2149,3047.7391,2852.4359,2902.689,3146.217,,
2016-12-21,3526.0475,3842.3361,6851.8873,8251.8011,2913.0987,2487.6811,3074.3191,2871.0803,2917.5414,3168.592,,
2016-12-22,3513.2478,3841.6133,6829.2273,8265.4541,2914.7676,2495.9727,3060.6485,2870.7369,2906.3858,3158.3484,,
2016-12-23,3489.6758,3814.0085,6768.7917,8175.5572,2887.2,2469.7175,3025.2476,2838.935,2873.3518,3124.1721,,
2016-12-26,3509.4577,3836.2718,6783.4888,8198.8913,2900.4832,2474.891,3043.532,2857.9081,2885.0586,3143.4274,,
2016-12-27,3504.4786,3832.6487,6774.4492,8196.5127,2902.1557,2480.0389,3059.0799,2877.2943,2883.419,3146.7494,,
2016-12-28,3489.8495,3813.7546,6747.2071,8175.1271,2890.6828,2471.3746,3041.296,2862.0657,2870.4069,3131.8272,,
2016-12-29,3487.4161,3812.403,6721.2866,8148.6954,2879.9524,2471.3536,3027.0932,2857.174,2874.4876,3134.1555,,
2016-12-30,3509.5173,3826.5377,6747.5876,8168.0392,2879.0723,2472.9137,3027.9843,2866.6004,2882.3662,3144.987,,
2017-1-3,3535.3467,3864.434,6777.0258,8258.2529,2899.9109,2495.4073,3054.4496,2895.9525,2879.6428,3153.4526,,
2017-1-4,3565.8303,3894.3655,6857.4249,8360.7569,2943.5208,2517.9803,3089.0062,2932.0257,2921.5394,3201.0394,,
2017-1-5,3553.1074,3896.6259,6842.3791,8370.0667,2937.0739,2519.4093,3094.9743,2936.393,2909.8276,3191.195,,
2017-1-6,3525.9834,3878.461,6796.9663,8347.9042,2906.6652,2519.6305,3067.4302,2913.5425,2885.1995,3174.3655,,
2017-1-9,3534.9814,3891.5618,6821.3534,8411.2146,2918.2951,2545.6651,3081.017,2931.9263,2876.361,3168.8825,,
2017-1-10,3530.9004,3884.4671,6800.2554,8396.6641,2909.9833,2530.9771,3073.2471,2924.5266,2861.5391,3155.4547,,
2017-1-11,3506.418,3856.1666,6727.7955,8314.5734,2880.7007,2502.1886,3044.9861,2890.6282,2840.3235,3124.3386,,
2017-1-12,3492.747,3840.5646,6672.8896,8229.0724,2853.411,2477.9031,3011.9979,2865.3773,2827.1596,3111.2704,,
2017-1-13,3498.4316,3862.1486,6613.6436,8159.5429,2804.6587,2441.1824,2960.3329,2814.9039,2782.6151,3060.9349,,
2017-1-16,3503.3773,3892.7393,6460.4031,8035.6209,2675.1656,2369.5305,2834.2463,2718.7139,2685.093,2973.9404,,
2017-1-17,3512.276,3890.6029,6510.4604,8095.083,2704.0694,2393.8497,2867.9681,2747.7847,2740.9039,3014.5501,,
2017-1-18,3525.8832,3922.3215,6479.5627,8116.6772,2686.6943,2398.4234,2859.1892,2745.3837,2706.9954,2986.2873,,
2017-1-19,3519.4812,3908.4126,6465.8665,8091.4427,2672.1044,2385.0858,2835.5701,2729.4839,2704.2181,2981.7879,,
2017-1-20,3547.4849,3931.6758,6558.5398,8174.0463,2719.6185,2420.0796,2884.2419,2768.4585,2756.7666,3029.7459,,
2017-1-23,3546.017,3932.4282,6603.3474,8256.1653,2751.7003,2442.1444,2913.9588,2794.4899,2767.1375,3053.4453,,
2017-1-24,3543.3105,3947.7461,6601.0732,8284.7689,2733.9958,2438.5369,2907.8996,2793.7796,2728.0023,3021.7551,,
2017-1-25,3557.1803,3961.9906,6628.2938,8291.2457,2740.3089,2444.1868,2916.3667,2798.0637,2741.9218,3036.5557,,
2017-1-26,3570.4156,3970.2399,6673.0695,8331.6395,2763.2445,2457.2064,2931.8697,2812.9853,2762.6777,3062.0214,,
2017-2-3,3545.8915,3934.3613,6651.0312,8311.7565,2757.2291,2452.9518,2925.3569,2796.2725,2751.2434,3052.004,,
2017-2-6,3552.789,3940.9951,6716.0845,8377.3481,2792.3095,2474.7068,2963.9438,2833.1093,2783.4207,3080.4378,,
2017-2-7,3538.805,3932.32,6703.3779,8386.463,2797.1496,2477.4559,2975.8661,2839.2277,2766.8455,3067.4196,,
2017-2-8,3556.0403,3943.5458,6740.4675,8426.5474,2815.8019,2493.825,3004.2566,2865.2275,2788.7813,3086.2512,,
2017-2-9,3565.9346,3963.2111,6772.7592,8470.4727,2835.9847,2511.6845,3033.1062,2891.3924,2798.9727,3103.7912,,
2017-2-10,3575.1714,3992.3013,6750.3694,8517.5748,2820.1081,2524.4361,3020.2868,2899.3586,2781.9797,3092.319,,
2017-2-13,3595.9517,4022.2601,6781.8845,8557.511,2837.4715,2540.1959,3035.9288,2912.4749,2798.7049,3104.5621,,
2017-2-14,3589.2542,4021.3298,6775.4247,8581.7417,2833.3208,2543.4212,3034.5289,2913.1361,2793.0945,3092.7422,,
2017-2-15,3578.4276,4019.7777,6712.3198,8488.4343,2802.9819,2514.8826,3002.3014,2879.5103,2765.8077,3076.3809,,
2017-2-16,3592.7113,4035.1382,6756.1383,8562.208,2819.987,2534.961,3021.066,2904.8901,2773.4089,3089.6236,,
2017-2-17,3577.962,4006.8065,6705.5621,8478.8353,2792.1788,2516.0553,2993.7728,2876.3627,2751.5863,3062.8496,,
2017-2-20,3629.9707,4080.7505,6775.9366,8610.9131,2813.1883,2559.7376,3009.6826,2911.5713,2763.4309,3084.3991,,
2017-2-21,3638.2142,4083.6197,6837.0945,8652.8238,2849.4339,2574.6742,3028.061,2926.0107,2802.5873,3123.162,,
2017-2-22,3642.0528,4096.5052,6880.7691,8720.9589,2857.5309,2602.2583,3043.0362,2945.3807,2802.8809,3117.4958,,
2017-2-23,3631.5123,4074.2713,6906.686,8677.9941,2874.5433,2588.5691,3034.6535,2929.1025,2805.6646,3119.0819,,
2017-2-24,3633.6114,4070.4248,6926.7299,8647.1965,2884.7314,2590.7687,3047.8081,2931.0874,2824.9721,3135.1486,,
2017-2-27,3604.7402,4034.4855,6890.9868,8555.3145,2875.1171,2557.123,3032.2307,2903.1036,2811.5827,3124.8026,,
2017-2-28,3608.912,4042.0095,6912.2181,8591.0039,2890.1664,2573.7855,3040.2082,2912.8119,2813.7286,3127.0064,,
2017-3-1,3610.6579,4047.4931,6927.0094,8604.34,2895.3154,2578.6922,3050.9013,2922.2507,2822.9488,3141.0443,,
2017-3-2,3583.6043,4015.8241,6898.095,8541.394,2885.0409,2564.3712,3036.9442,2902.6322,2802.2521,3122.34,,
2017-3-3,3581.5836,4007.3587,6940.4917,8555.1534,2899.927,2565.796,3047.3568,2903.3947,2815.3791,3140.8114,,
2017-3-6,3602.8496,4019.8979,7021.7306,8623.328,2934.2677,2594.7401,3083.8063,2934.8985,2860.7868,3184.7984,,
2017-3-7,3614.217,4031.2464,7045.2825,8623.0326,2935.3804,2591.5423,3092.9482,2940.9854,2881.4394,3195.8762,,
2017-3-8,3606.3661,4034.7499,7015.6097,8588.5725,2924.0941,2585.7645,3080.5756,2933.2772,2864.7164,3177.7032,,
2017-3-9,3585.5845,4011.0143,6959.9513,8500.6223,2903.1065,2560.3874,3057.9863,2910.573,2844.989,3154.8914,,
2017-3-10,3591.2253,4015.0403,6990.9596,8530.7481,2903.9413,2570.8147,3057.8016,2913.674,2842.093,3144.678,,
2017-3-13,3620.654,4046.1004,7060.4031,8618.0055,2931.149,2590.0982,3078.6706,2932.525,2878.8326,3184.9424,,
2017-3-14,3615.276,4051.4932,7048.7765,8602.1262,2923.1066,2582.7584,3077.5211,2932.8539,2856.7418,3170.7245,,
2017-3-15,3625.6083,4062.4097,7040.4742,8602.3734,2923.5191,2584.316,3070.6715,2925.6052,2861.409,3182.8179,,
2017-3-16,3643.3652,4073.5457,7093.7304,8672.5878,2952.3661,2615.4904,3104.139,2956.6605,2873.3873,3201.6797,,
2017-3-17,3608.5555,4035.3099,7028.255,8582.7645,2926.5565,2592.2646,3087.9569,2941.0503,2854.226,3184.6595,,
2017-3-20,3609.4319,4043.1439,7054.174,8594.4303,2937.4837,2601.2419,3097.8049,2949.8215,2858.261,3193.6443,,
2017-3-21,3626.5326,4073.9009,7100.5383,8648.9107,2941.3823,2612.6624,3105.0509,2958.1628,2864.0716,3209.9072,,
2017-3-22,3605.8069,4052.6863,7112.4253,8635.4761,2928.8395,2602.5449,3087.5917,2935.7,2846.2293,3191.3688,,
2017-3-23,3619.8318,4068.2534,7127.3069,8648.863,2931.2813,2599.573,3089.4322,2937.2644,2847.3971,3192.0571,,
2017-3-24,3648.5825,4103.1028,7167.5176,8710.0682,2926.3771,2607.4752,3093.6454,2952.3345,2867.5297,3222.9629,,
2017-3-27,3636.8956,4088.0849,7110.2647,8691.1942,2921.312,2602.7317,3087.1903,2938.1031,2841.1418,3196.6238,,
2017-3-28,3630.4526,4077.3528,7102.492,8653.3775,2910.2867,2592.8682,3075.3708,2930.0218,2839.4749,3192.1058,,
2017-3-29,3619.2948,4075.5849,7077.0567,8654.094,2883.2933,2588.7625,3053.2495,2913.043,2818.5224,3157.0277,,
2017-3-30,3590.4866,4055.0527,6969.2979,8538.5805,2831.6328,2559.383,2977.8924,2855.0932,2765.6025,3108.6773,,
2017-3-31,3613.186,4081.052,7020.3641,8577.643,2851.8126,2564.8904,2970.8423,2854.5913,2785.5175,3124.5695,,
2017-4-5,3649.964,4128.7367,7157.6262,8754.4121,2921.0986,2623.5476,3025.9732,2906.0213,2837.3113,3196.1278,,
2017-4-6,3657.3827,4150.6521,7143.8832,8810.817,2928.2108,2642.4732,3035.7162,2915.3555,2845.1728,3210.9422,,
2017-4-7,3657.8452,4149.7622,7168.55,8860.8976,2930.8358,2638.5034,3029.0108,2909.7126,2847.7758,3225.4962,,
2017-4-10,3637.7755,4142.7725,7141.3107,8899.9946,2895.7459,2628.5237,2984.4595,2885.2525,2805.2681,3190.2832,,
2017-4-11,3640.1201,4149.2434,7142.2577,9003.5637,2915.0219,2656.0726,3000.4791,2902.154,2816.4582,3202.3423,,
2017-4-12,3627.4116,4143.1114,7080.5285,8946.4018,2899.0983,2647.7343,2969.2831,2880.2409,2778.9097,3163.0887,,
2017-4-13,3633.5321,4141.4461,7135.6387,9022.9452,2906.7432,2665.575,2982.2882,2892.2774,2799.7407,3189.6176,,
2017-4-14,3604.6402,4108.8639,7052.9478,8890.9398,2869.9826,2603.6906,2938.9078,2840.3742,2767.4503,3155.0185,,
2017-4-17,3603.0217,4111.8459,7009.7689,8780.5897,2832.2644,2579.2014,2884.5392,2797.5703,2739.2709,3127.6068,,
2017-4-18,3582.7239,4095.1817,7001.4864,8740.994,2806.0203,2561.3414,2854.954,2760.0429,2705.2584,3098.372,,
2017-4-19,3570.5379,4081.4662,6970.159,8664.334,2771.887,2533.4087,2810.063,2720.0864,2705.7537,3092.1326,,
2017-4-20,3587.7663,4103.5696,7009.4357,8669.5054,2758.7322,2525.0396,2791.8532,2710.8606,2704.6902,3089.1788,,
2017-4-21,3592.0108,4115.3453,6975.4947,8612.4617,2744.1219,2513.1107,2773.7152,2694.586,2684.2032,3067.0744,,
2017-4-24,3562.9333,4080.8981,6842.3499,8407.432,2654.3061,2429.2035,2688.7685,2603.5082,2640.2651,3020.1854,,
2017-4-25,3580.8116,4096.6346,6874.5343,8460.0704,2660.3701,2446.0475,2697.7527,2615.9404,2648.4965,3034.4367,,
2017-4-26,3589.5374,4097.2217,6882.4158,8490.5239,2673.4919,2458.2445,2712.1175,2625.4757,2651.3125,3045.4477,,
2017-4-27,3594.0154,4095.553,6905.1731,8479.2502,2692.3006,2473.7745,2726.188,2645.1532,2688.286,3071.3838,,
2017-4-28,3587.8432,4079.6118,6902.5885,8494.0302,2707.9899,2488.5043,2737.2743,2659.8406,2697.8467,3090.3159,,
2017-5-2,3577.5064,4065.1963,6894.8594,8501.2648,2709.1923,2491.3833,2742.5644,2659.3602,2698.7067,3099.7198,,
2017-5-3,3567.7503,4049.8121,6887.8744,8464.5877,2703.4178,2480.3725,2735.1123,2659.3653,2686.4404,3074.6521,,
2017-5-4,3557.9124,4044.7456,6874.3575,8442.0486,2697.1287,2465.4873,2726.9719,2647.5711,2677.1789,3072.8635,,
2017-5-5,3536.0153,4035.9456,6798.3855,8332.5171,2660.5369,2425.5458,2698.1159,2608.1025,2644.2262,3033.8168,,
2017-5-8,3518.0139,4019.9999,6699.5484,8160.5558,2614.947,2369.1437,2635.3475,2556.1047,2597.9891,2962.7388,,
2017-5-9,3519.261,4005.1354,6728.5331,8200.3825,2636.2573,2387.0597,2645.4955,2572.8403,2612.2258,2974.6944,,
2017-5-10,3526.5704,4008.7932,6613.9046,8027.1128,2583.5181,2330.2394,2603.4584,2526.9075,2559.6742,2914.9934,,
2017-5-11,3548.9795,4048.7028,6609.9991,8042.0481,2565.1241,2323.6349,2578.5629,2512.5694,2568.1468,2928.6578,,
2017-5-12,3591.6126,4099.4394,6595.1606,8043.8036,2560.6768,2328.1655,2572.9322,2504.8351,2569.226,2942.7814,,
2017-5-15,3607.4469,4108.6388,6639.2803,8076.1241,2563.724,2337.9861,2578.8446,2513.3553,2572.7533,2955.0847,,
2017-5-16,3635.9843,4125.4261,6786.353,8227.9286,2619.0026,2383.1895,2633.8753,2563.623,2629.0953,3023.0502,,
2017-5-17,3609.562,4091.7769,6790.7644,8241.9809,2624.6659,2391.8018,2645.3277,2573.385,2639.4244,3023.5809,,
2017-5-18,3601.1029,4083.9995,6728.6859,8158.6331,2602.9674,2376.1121,2629.8186,2556.4411,2629.7805,3000.4131,,
2017-5-19,3613.5793,4100.0044,6721.4759,8157.2924,2596.7063,2380.6851,2619.9932,2550.7417,2611.8294,2986.7892,,
2017-5-22,3635.3888,4127.618,6650.5022,8030.7696,2558.603,2333.3249,2560.5166,2498.3426,2589.7086,2968.9929,,
2017-5-23,3665.9815,4178.8241,6553.8666,7885.5788,2489.1919,2272.4609,2480.8387,2426.1052,2545.4818,2913.8885,,
2017-5-24,3666.6336,4171.599,6579.6354,7931.1655,2505.9328,2278.0428,2491.9272,2437.1891,2573.5855,2937.2446,,
2017-5-25,3749.5497,4264.6012,6598.8468,8037.4644,2524.5344,2302.348,2505.146,2458.227,2579.8225,2945.6198,,
2017-5-26,3731.4651,4266.9623,6576.3919,8003.0482,2522.207,2299.7426,2510.4315,2457.1916,2548.525,2910.1668,,
2017-5-31,3741.9795,4287.3348,6559.0751,8011.927,2520.4577,2299.1584,2505.194,2453.3,2550.0489,2910.4491,,
2017-6-1,3756.3363,4314.8118,6468.0606,7901.953,2460.1189,2254.709,2431.7517,2392.0653,2495.2963,2843.5835,,
2017-6-2,3738.7711,4287.0769,6520.2423,7979.4585,2486.9994,2279.0397,2458.8854,2419.4313,2525.9191,2865.6553,,
2017-6-5,3722.6624,4246.4653,6572.9965,8015.1566,2509.6406,2300.0476,2480.3568,2443.1188,2548.6037,2879.5368,,
2017-6-6,3756.2293,4282.7114,6597.5868,8055.9119,2520.3245,2315.2352,2490.9855,2450.8522,2559.5922,2890.9011,,
2017-6-7,3804.3194,4324.6439,6721.8071,8211.779,2569.3242,2364.84,2552.7742,2510.2355,2608.8798,2944.651,,
2017-6-8,3840.2968,4371.6664,6737.2208,8230.0857,2570.6484,2364.3902,2553.9629,2508.3074,2601.0922,2935.2794,,
2017-6-9,3858.7515,4396.7903,6750.9061,8248.7931,2573.6546,2365.5999,2555.2991,2506.5311,2598.4555,2938.4521,,
2017-6-12,3860.0181,4415.895,6671.0254,8195.0917,2543.5583,2345.2754,2508.2711,2467.7349,2570.1956,2913.4864,,
2017-6-13,3861.2757,4410.1281,6751.1554,8288.2682,2576.004,2366.6912,2546.5763,2504.0306,2597.3486,2945.527,,
2017-6-14,3793.5546,4328.835,6726.3481,8250.0492,2581.3905,2355.9384,2554.6054,2500.1617,2590.3024,2932.6742,,
2017-6-15,3779.4095,4301.7555,6803.112,8289.8705,2615.7402,2372.2828,2585.3602,2527.9791,2629.0091,2962.0077,,
2017-6-16,3772.7565,4282.3151,6797.9957,8253.3174,2616.5879,2369.7899,2573.8211,2517.6579,2620.3152,2950.3588,,
2017-6-19,3816.2602,4333.4272,6844.9806,8303.1154,2629.6683,2388.5955,2585.5176,2533.026,2629.4053,2957.9557,,
2017-6-20,3805.7964,4322.2768,6863.6672,8315.7997,2636.9486,2391.0619,2585.7488,2539.4889,2637.3105,2969.739,,
2017-6-21,3860.836,4379.2311,6876.6466,8352.0187,2639.1355,2400.1468,2587.8596,2543.8417,2641.9066,2981.2604,,
2017-6-22,3869.5558,4406.1333,6789.6754,8232.4385,2593.6062,2364.2188,2529.5541,2497.3249,2598.5695,2927.0109,,
2017-6-23,3912.3179,4457.2897,6814.0655,8263.1274,2602.2774,2373.5623,2538.6317,2505.2698,2608.5739,2934.3762,,
2017-6-26,3948.3924,4507.3317,6944.9948,8423.5096,2633.1055,2408.6302,2570.2594,2548.6408,2625.6646,2955.2728,,
2017-6-27,3963.1317,4525.4871,6933.8546,8414.8969,2637.136,2415.1671,2584.8314,2553.7369,2621.2147,2951.9585,,
2017-6-28,3926.1775,4492.699,6901.166,8391.1876,2624.6703,2399.6902,2558.5965,2533.403,2606.0893,2924.7045,,
2017-6-29,3952.9182,4521.2192,6925.353,8437.6903,2636.302,2411.4925,2568.5809,2543.2836,2616.7323,2941.0886,,
2017-6-30,3942.3973,4518.1215,6966.3705,8444.7816,2638.0782,2413.3069,2577.7848,2548.4203,2623.1529,2947.7223,,
2017-7-3,3914.7876,4489.084,6987.2032,8490.4852,2661.4238,2444.8801,2601.1821,2575.2,2646.1665,2973.1679,,
2017-7-4,3869.1737,4442.4405,6950.8216,8433.3892,2653.0573,2430.0115,2598.9459,2566.7369,2632.4236,2966.3684,,
2017-7-5,3936.8847,4498.6566,6997.3972,8490.373,2676.1064,2448.1732,2618.2392,2588.2333,2642.2722,2974.7524,,
2017-7-6,3939.4512,4505.2435,7012.1766,8478.0948,2679.7933,2452.1525,2626.1451,2592.2002,2642.399,2981.805,,
2017-7-7,3917.988,4486.7617,7019.576,8513.225,2688.5952,2454.9321,2641.5349,2604.6827,2638.0207,2976.9958,,
2017-7-10,3910.091,4488.8809,6953.2695,8526.5301,2663.7796,2457.8434,2617.5569,2603.7703,2588.1601,2940.9634,,
2017-7-11,3947.0023,4539.0699,6872.8014,8438.0862,2629.6563,2442.5578,2587.0643,2574.61,2561.6168,2914.3765,,
2017-7-12,3934.954,4525.4266,6885.5761,8430.9527,2633.4375,2440.7481,2585.6179,2569.2327,2562.8147,2921.5048,,
2017-7-13,3977.1779,4567.1853,6873.4678,8472.8264,2631.4632,2451.8815,2585.5522,2584.4948,2543.8775,2906.7136,,
2017-7-14,4003.4946,4604.9355,6844.3409,8459.3139,2619.846,2450.5583,2575.8742,2578.1359,2489.3349,2850.0807,,
2017-7-17,3965.6293,4613.1604,6579.1638,8149.8916,2494.2025,2351.6756,2426.6984,2451.9046,2358.7308,2705.9222,,
2017-7-18,3959.1997,4608.0248,6617.3824,8252.7862,2513.0175,2385.8065,2449.4858,2487.5781,2373.006,2719.0838,,
2017-7-19,4012.7661,4651.7363,6725.1335,8471.2236,2542.8028,2444.4216,2481.6543,2539.2237,2391.4193,2749.6443,,
2017-7-20,4033.3822,4674.9031,6778.5177,8516.528,2552.139,2471.6705,2487.5173,2549.834,2399.8466,2754.9115,,
2017-7-21,4005.811,4637.8815,6821.085,8563.6808,2554.9236,2487.9441,2491.7809,2554.5666,2400.2447,2757.9615,,
2017-7-24,4034.724,4661.335,6854.7162,8644.8681,2563.3976,2513.3552,2513.3732,2573.0175,2396.9335,2755.5509,,
2017-7-25,4006.319,4638.4636,6833.6314,8592.6885,2563.8125,2498.1102,2502.8212,2560.1783,2397.3226,2754.5057,,
2017-7-26,3972.7425,4611.6306,6802.681,8588.5178,2569.8441,2510.8489,2509.3189,2564.6645,2391.7376,2746.234,,
2017-7-27,3993.685,4594.6682,6880.1792,8581.5769,2609.4461,2505.7064,2550.8373,2590.6465,2473.8647,2837.352,,
2017-7-28,4002.278,4611.3281,6923.6795,8612.6155,2613.7652,2515.5501,2550.4172,2594.177,2458.0931,2814.1911,,
2017-7-31,4005.4067,4615.4722,6988.1015,8775.5194,2634.5322,2556.7916,2571.7711,2624.0947,2460.452,2809.0351,,
2017-8-1,4055.8227,4674.0298,6972.3973,8761.039,2636.6654,2543.3512,2570.3178,2618.0704,2465.2793,2809.218,,
2017-8-2,4036.0726,4658.9077,6913.5036,8748.4532,2608.8695,2528.5195,2540.5342,2596.1284,2436.9216,2779.6071,,
2017-8-3,3984.7129,4599.7697,6898.891,8785.918,2618.4691,2536.536,2550.0449,2608.1916,2449.1321,2792.9283,,
2017-8-4,3949.2956,4566.6561,6836.5419,8740.4511,2603.0435,2523.9237,2542.1985,2603.5767,2438.6107,2769.5807,,
2017-8-7,3968.5371,4588.7314,6907.5067,8864.5297,2620.1254,2547.0832,2561.7877,2625.4443,2458.7393,2795.7443,,
2017-8-8,3972.6958,4584.2631,6905.7485,8848.5912,2620.1097,2545.4672,2563.2048,2624.4098,2497.0126,2844.8506,,
2017-8-9,3968.4213,4572.0537,6931.3843,8913.0222,2631.4974,2560.8704,2577.0883,2644.3126,2497.7083,2850.9672,,
2017-8-10,3951.2193,4552.293,6889.5859,8820.6466,2618.9994,2542.3219,2560.2411,2620.7494,2479.3742,2836.5401,,
2017-8-11,3884.5224,4468.4758,6812.089,8557.7671,2585.7545,2473.154,2520.3374,2563.639,2464.5592,2815.4555,,
2017-8-14,3943.1715,4495.986,6982.9575,8697.1309,2645.8867,2509.9335,2570.9995,2606.4584,2529.4192,2894.4924,,
2017-8-15,3960.7827,4520.8482,7022.5122,8710.4726,2658.4102,2516.2787,2586.1819,2619.8871,2534.8847,2904.8023,,
2017-8-16,3957.2888,4497.7725,7039.7872,8706.4865,2680.3681,2507.7335,2604.6107,2625.1007,2570.4123,2939.418,,
2017-8-17,3967.172,4516.3216,7058.1434,8782.892,2701.6757,2531.0213,2622.88,2642.0429,2581.6485,2945.5401,,
2017-8-18,3982.7698,4545.4347,7046.4775,8786.672,2683.4736,2530.9688,2615.5108,2647.652,2564.7218,2926.8611,,
2017-8-21,3987.723,4557.5515,7103.5087,8864.6104,2701.4406,2551.2772,2635.9407,2672.5255,2570.8746,2938.1841,,
2017-8-22,4018.9451,4598.8727,7090.1162,8800.3958,2688.7346,2540.1838,2615.1477,2658.5653,2554.6578,2917.4068,,
2017-8-23,4036.3626,4616.668,7058.8466,8698.7999,2667.2091,2514.1185,2615.3893,2641.4559,2549.1267,2914.017,,
2017-8-24,4018.9853,4600.1605,7013.3516,8646.9214,2646.1002,2497.2308,2597.4783,2619.2124,2533.8452,2902.509,,
2017-8-25,4077.3466,4684.3658,7073.5045,8756.9553,2673.3559,2527.8416,2618.8359,2644.7304,2557.6627,2920.0471,,
2017-8-28,4115.823,4717.1504,7157.5781,8841.7789,2701.1115,2553.4458,2645.1434,2662.1032,2598.8115,2960.2404,,
2017-8-29,4114.7783,4718.7585,7142.0581,8850.3532,2692.1724,2558.2172,2643.9653,2664.4851,2581.4616,2944.0063,,
2017-8-30,4105.5565,4706.5066,7167.1522,8933.5845,2704.3256,2577.3448,2651.4564,2678.4756,2592.768,2958.9146,,
2017-8-31,4083.2816,4670.5968,7191.6918,8928.8086,2715.6957,2580.0403,2662.1784,2684.7568,2602.6546,2968.3374,,
2017-9-1,4091.9212,4661.8701,7238.0906,9010.0456,2743.1958,2594.9743,2676.256,2703.054,2624.6628,2979.6706,,
2017-9-4,4108.3651,4667.7869,7307.1603,9021.2874,2777.1638,2594.6168,2690.1218,2715.0535,2654.2867,3008.4245,,
2017-9-5,4129.1385,4698.0541,7360.1009,8987.244,2775.1045,2595.0846,2691.5429,2712.8872,2650.4404,3006.2919,,
2017-9-6,4111.9766,4683.2412,7396.8268,9010.8898,2793.6746,2600.1336,2696.9344,2712.2742,2665.6433,3022.6252,,
2017-9-7,4091.5073,4666.9688,7344.3797,8953.7641,2777.4899,2589.8147,2689.0482,2700.8116,2656.0449,3008.1059,,
2017-9-8,4093.9216,4658.929,7360.4807,8973.6848,2779.9103,2593.2989,2699.9378,2710.3005,2653.5068,3006.0814,,
2017-9-11,4086.8878,4641.1879,7475.3119,9041.1108,2813.262,2614.3907,2728.807,2733.6485,2672.8855,3016.2547,,
2017-9-12,4103.875,4662.749,7446.9362,9067.1558,2799.0954,2616.3406,2723.7084,2728.5811,2648.6478,3003.1885,,
2017-9-13,4107.8223,4667.606,7509.1208,9125.9491,2806.365,2631.2425,2743.0017,2737.0111,2658.5947,3014.2152,,
2017-9-14,4089.5129,4657.708,7495.5364,9128.0604,2800.9167,2626.2362,2747.5516,2722.9427,2648.4407,2999.9012,,
2017-9-15,4092.5824,4663.9051,7472.7072,9037.01,2792.3624,2608.5799,2724.7732,2702.7945,2643.9339,2994.7283,,
2017-9-18,4106.1205,4662.4889,7526.2705,9083.3922,2811.8298,2621.7585,2750.6419,2719.5083,2665.2127,3016.6398,,
2017-9-19,4099.0223,4661.9746,7496.2738,9057.3711,2793.5035,2610.783,2739.4849,2709.237,2641.3995,2999.8389,,
2017-9-20,4105.3958,4667.0453,7531.9824,9155.1529,2818.0649,2624.0381,2764.3748,2725.8882,2662.4191,3017.5503,,
2017-9-21,4104.5297,4681.0729,7443.4247,9043.2435,2785.9323,2590.5606,2732.3587,2700.3654,2632.9272,2986.5764,,
2017-9-22,4103.7728,4690.0063,7413.7962,8985.3378,2779.3595,2574.8763,2724.8632,2684.1762,2628.0341,2970.5638,,
