phase,n_sessions,kind,delta,method,rep,data_seed,p_C1,p_C2,estimate_C1,estimate_C2,reject_any,reject_C2,positive_C1
A,2016,iid,0.0,group_t8,216,91719216,0.056157185620747875,0.9987396122447525,0.5895175496031133,0.0004888358997567899,False,False,False
A,2016,iid,0.0,sn_if,216,91719216,0.05835883282334353,0.9633007339853203,0.5714331072994959,-0.01827833714903221,False,False,False
A,2016,iid,0.0,group_t4,217,91719217,0.13470791084771974,0.7455489355854482,-0.22234717344507204,0.06628444140857634,False,False,False
A,2016,iid,0.0,group_t8,217,91719217,0.6035009546596581,0.7188570450410632,-0.2236187624779616,0.06135481635911733,False,False,False
A,2016,iid,0.0,sn_if,217,91719217,0.49723005539889203,0.8337633247335053,-0.22417222817646038,0.06190633881668778,False,False,False
A,2016,iid,0.0,group_t4,218,91719218,0.7712400740286811,0.2620004538335516,-0.11020208412088589,0.23665462423054323,False,False,False
A,2016,iid,0.0,group_t8,218,91719218,0.728039799709849,0.728039799709849,-0.1160460474320568,0.22322271348081307,False,False,False
A,2016,iid,0.0,sn_if,218,91719218,0.7842843143137137,0.2901541969160617,-0.12320680367265124,0.23885244660755772,False,False,False
A,2016,iid,0.0,group_t4,219,91719219,1.0,1.0,0.16291051016519725,-0.003212965386493072,False,False,False
A,2016,iid,0.0,group_t8,219,91719219,1.0,1.0,0.1642022157668497,0.002310583292442686,False,False,False
A,2016,iid,0.0,sn_if,219,91719219,0.8239035219295614,0.9665206695866083,0.173492210835223,0.0067424390671065315,False,False,False
A,2016,iid,0.0,group_t4,220,91719220,1.0,1.0,-0.05005750814359651,-0.15132516738009796,False,False,False
A,2016,iid,0.0,group_t8,220,91719220,1.0,1.0,-0.04470913861630295,-0.14438826644816397,False,False,False
A,2016,iid,0.0,sn_if,220,91719220,1.0,1.0,-0.04497028193772401,-0.15999039655172875,False,False,False
A,2016,iid,0.0,group_t4,221,91719221,1.0,1.0,-0.036415453029619724,0.1764796827127032,False,False,False
A,2016,iid,0.0,group_t8,221,91719221,1.0,1.0,-0.03570508163845304,0.18109535736280996,False,False,False
A,2016,iid,0.0,sn_if,221,91719221,0.876502469950601,0.7917841643167136,-0.0301136189663484,0.16566743220382707,False,False,False
A,2016,iid,0.0,group_t4,222,91719222,0.8938083421372378,0.8938083421372378,-0.1858387539456511,-0.08191846864401195,False,False,False
A,2016,iid,0.0,group_t8,222,91719222,0.8159651892882495,0.8159651892882495,-0.18326289523471445,-0.10328569446209143,False,False,False
A,2016,iid,0.0,sn_if,222,91719222,1.0,1.0,-0.1903339812157597,-0.0860164089615621,False,False,False
A,2016,iid,0.0,group_t4,223,91719223,0.8862191774476984,0.5037776675948792,0.036591357470665636,-0.24059097374189392,False,False,False
A,2016,iid,0.0,group_t8,223,91719223,0.8977691746043728,0.18973674460022696,0.038452318818286674,-0.24968182217083298,False,False,False
A,2016,iid,0.0,sn_if,223,91719223,0.8841023179536409,0.7399852002959941,0.02634539599517749,-0.2438970909577114,False,False,False
A,2016,iid,0.0,group_t4,224,91719224,0.7237942270270932,0.7237942270270932,0.16994992380991492,-0.09250328414210834,False,False,False
A,2016,iid,0.0,group_t8,224,91719224,0.8954805226067405,0.8954805226067405,0.17340240559732062,-0.10871011956513624,False,False,False
A,2016,iid,0.0,sn_if,224,91719224,0.872502549949001,0.872502549949001,0.17019255638773106,-0.08068720990243675,False,False,False
A,2016,iid,0.0,group_t4,225,91719225,0.24290168315859742,0.050992164352631035,-0.32412570404756097,-0.354931141050576,False,False,False
A,2016,iid,0.0,group_t8,225,91719225,0.2876713487987486,0.19087917045329772,-0.31879004955362106,-0.35600966564721226,False,False,False
A,2016,iid,0.0,sn_if,225,91719225,0.0878982420351593,0.028079438411231776,-0.31746484521122464,-0.35622484691016504,True,True,False
A,2016,iid,0.0,group_t4,226,91719226,1.0,1.0,-0.08883921410803197,0.1980497676270808,False,False,False
A,2016,iid,0.0,group_t8,226,91719226,0.9853960889178832,0.9853960889178832,-0.09634927954792427,0.20131547093412305,False,False,False
A,2016,iid,0.0,sn_if,226,91719226,0.9761804763904722,0.9761804763904722,-0.08105013223895821,0.1916499471312752,False,False,False
A,2016,iid,0.0,group_t4,227,91719227,0.6023087418154571,0.6023087418154571,0.2227857532040236,-0.40729713273082846,False,False,False
A,2016,iid,0.0,group_t8,227,91719227,0.3104164835499499,0.2823556891433726,0.22506166137198927,-0.40639045409693547,False,False,False
A,2016,iid,0.0,sn_if,227,91719227,0.48419031619367614,0.378912421751565,0.2246177938507632,-0.41757297006282934,False,False,False
A,2016,iid,0.0,group_t4,228,91719228,0.16805608328824428,0.3968885701902869,-0.3428311796448005,-0.15916261792476735,False,False,False
A,2016,iid,0.0,group_t8,228,91719228,0.4010213026062464,0.4010213026062464,-0.324561155349504,-0.17173276984333108,False,False,False
A,2016,iid,0.0,sn_if,228,91719228,0.26527469450610985,0.5367692646147078,-0.33393104123883005,-0.13399320252424984,False,False,False
A,2016,iid,0.0,group_t4,229,91719229,1.0,1.0,0.03470924616838293,0.011342160882426094,False,False,False
A,2016,iid,0.0,group_t8,229,91719229,1.0,1.0,0.015158112433717022,0.0196684025764301,False,False,False
A,2016,iid,0.0,sn_if,229,91719229,1.0,1.0,0.042286957547156556,-0.009430169907469588,False,False,False
A,2016,iid,0.0,group_t4,230,91719230,0.7203125254366499,0.7203125254366499,-0.12824166170557777,0.21776222962887481,False,False,False
A,2016,iid,0.0,group_t8,230,91719230,0.6580500938399191,0.6580500938399191,-0.1369157913988973,0.21836169645206416,False,False,False
A,2016,iid,0.0,sn_if,230,91719230,0.8068038639227215,0.6847863042739145,-0.09332153544207084,0.197184369430633,False,False,False
A,2016,iid,0.0,group_t4,231,91719231,0.3007846943560593,0.6813592025595974,-0.28652849616297105,-0.16330896024899957,False,False,False
A,2016,iid,0.0,group_t8,231,91719231,0.41117710784088174,0.58675182588237,-0.290126452952348,-0.1581544469933275,False,False,False
A,2016,iid,0.0,sn_if,231,91719231,0.5802683946321073,0.7248855022899542,-0.29289034247635126,-0.16294068469171946,False,False,False
A,2016,iid,0.0,group_t4,232,91719232,1.0,1.0,-0.06239682970584107,-0.197056901513411,False,False,False
A,2016,iid,0.0,group_t8,232,91719232,0.8190263398139631,0.6689618839404137,-0.04471180177116285,-0.21651796097530604,False,False,False
A,2016,iid,0.0,sn_if,232,91719232,1.0,1.0,-0.05480265442441978,-0.20517326562431182,False,False,False
A,2016,iid,0.0,group_t4,233,91719233,0.8472121910946672,0.5049496505841972,0.03345953536410841,0.21340699551741227,False,False,False
A,2016,iid,0.0,group_t8,233,91719233,0.8356716931410599,0.5266663686937331,0.03505538957982943,0.19930007077622805,False,False,False
A,2016,iid,0.0,sn_if,233,91719233,0.7879842403151937,0.5175896482070359,0.03739759578845353,0.20534286704721116,False,False,False
A,2016,iid,0.0,group_t4,234,91719234,1.0,1.0,-0.03919083299236861,0.06489779906827943,False,False,False
A,2016,iid,0.0,group_t8,234,91719234,1.0,1.0,-0.03506066308667588,0.06783810486331014,False,False,False
A,2016,iid,0.0,sn_if,234,91719234,1.0,1.0,-0.048656663254667276,0.06911853372717552,False,False,False
A,2016,iid,0.0,group_t4,235,91719235,0.4933989095880981,0.6996879106399153,-0.18164973532663697,0.04819730387326393,False,False,False
A,2016,iid,0.0,group_t8,235,91719235,0.8775561439950099,0.8775561439950099,-0.20683032917218389,0.05116927959804232,False,False,False
A,2016,iid,0.0,sn_if,235,91719235,0.6711065778684426,0.7911641767164657,-0.1754097222558551,0.03983895748448271,False,False,False
A,2016,iid,0.0,group_t4,236,91719236,1.0,1.0,0.1283396740228105,0.21560037107525015,False,False,False
A,2016,iid,0.0,group_t8,236,91719236,0.7640414134228892,0.7640414134228892,0.1376865639558708,0.21678750822278398,False,False,False
A,2016,iid,0.0,sn_if,236,91719236,1.0,1.0,0.13300246306065455,0.22122755695330212,False,False,False
A,2016,iid,0.0,group_t4,237,91719237,0.6136066927861342,0.508424744545452,0.07453963563430477,0.23625713232522122,False,False,False
A,2016,iid,0.0,group_t8,237,91719237,0.8867199229739936,0.6708660310527467,0.03382924469655703,0.24779937394705148,False,False,False
A,2016,iid,0.0,sn_if,237,91719237,0.7938841223175537,0.3619127617447651,0.0666119674254575,0.24601944209169962,False,False,False
A,2016,iid,0.0,group_t4,238,91719238,0.8665852989265864,0.05184643120828184,-0.04118750476793828,-0.3842947656938166,False,False,False
A,2016,iid,0.0,group_t8,238,91719238,0.8462703057839314,0.2900346158341849,-0.03978654087770245,-0.3787861464979805,False,False,False
A,2016,iid,0.0,sn_if,238,91719238,0.6741265174696506,0.2399952000959981,-0.05267303654166977,-0.38869830393561067,False,False,False
A,2016,iid,0.0,group_t4,239,91719239,0.6529246264229688,0.3383477034152423,0.1405741644640383,0.37790866666707823,False,False,False
A,2016,iid,0.0,group_t8,239,91719239,0.5691383750220215,0.17998519137808336,0.14061755831881959,0.3586614653458725,False,False,False
A,2016,iid,0.0,sn_if,239,91719239,0.7050258994820103,0.18303633927321453,0.13739298083474183,0.3728027211151794,False,False,False
A,2016,iid,0.0,group_t4,240,91719240,0.46115566234764255,0.44140657067011096,0.1506231411003528,-0.2580132497096611,False,False,False
A,2016,iid,0.0,group_t8,240,91719240,0.4684275563912353,0.1670804941052294,0.16395074970866977,-0.25370098026048316,False,False,False
A,2016,iid,0.0,sn_if,240,91719240,0.3289934201315974,0.3289934201315974,0.15559255906444597,-0.2590175222575167,False,False,False
A,2016,iid,0.0,group_t4,241,91719241,1.0,1.0,0.03476873962494269,0.04880455360870534,False,False,False
A,2016,iid,0.0,group_t8,241,91719241,1.0,1.0,0.04397381412788308,0.051572202331802916,False,False,False
A,2016,iid,0.0,sn_if,241,91719241,1.0,1.0,0.02987289987046784,0.052306790936435504,False,False,False
A,2016,iid,0.0,group_t4,242,91719242,1.0,1.0,-0.037496220442399086,-0.23488226170602125,False,False,False
A,2016,iid,0.0,group_t8,242,91719242,0.9256816016785204,0.9256816016785204,-0.07808365417037849,-0.24651024094941065,False,False,False
A,2016,iid,0.0,sn_if,242,91719242,1.0,1.0,-0.04045339744299853,-0.21742998645093192,False,False,False
A,2016,iid,0.0,group_t4,243,91719243,0.9471806311728582,0.03883566127995488,0.023347541356340623,-0.48639913389155326,True,True,False
A,2016,iid,0.0,group_t8,243,91719243,0.9506943772430516,0.014799027493431394,0.01793927773695167,-0.4940722263812193,True,True,False
A,2016,iid,0.0,sn_if,243,91719243,0.9592808143837124,0.0498790024199516,0.01249033726391302,-0.4866888315649671,True,True,False
A,2016,iid,0.0,group_t4,244,91719244,1.0,1.0,-0.039410568306079946,-0.20015986409710046,False,False,False
A,2016,iid,0.0,group_t8,244,91719244,0.8841583714842298,0.8067476517249491,-0.04210293028060938,-0.1963615089313981,False,False,False
A,2016,iid,0.0,sn_if,244,91719244,0.9511009779804404,0.9511009779804404,-0.021995671751241324,-0.18285170175066584,False,False,False
A,2016,iid,0.0,group_t4,245,91719245,1.0,1.0,0.11416969080619807,-0.07444192997727125,False,False,False
A,2016,iid,0.0,group_t8,245,91719245,1.0,1.0,0.11210521226459051,-0.0760580011342384,False,False,False
